,PM2.5,Seq2Seq_LSTM
0,8.573684210526316,8.545658
1,7.6999999999999975,8.199154
2,9.594736842105265,7.963607
3,11.215789473684215,7.637765
4,7.6999999999999975,8.126445
5,9.594736842105265,7.7908535
6,11.215789473684215,7.59445
7,9.827272727272726,7.3042755
8,9.594736842105265,7.0849934
9,11.215789473684215,6.878648
10,9.827272727272726,6.7608075
11,7.620000000000001,6.527847
12,11.215789473684215,9.020778
13,9.827272727272726,8.418765
14,7.620000000000001,8.103535
15,6.68421052631579,7.7949295
16,9.827272727272726,10.214638
17,7.620000000000001,9.444962
18,6.68421052631579,9.0012455
19,3.421052631578947,8.592557
20,7.620000000000001,9.110739
21,6.68421052631579,8.675275
22,3.421052631578947,8.400492
23,3.1947368421052627,8.105944
24,6.68421052631579,7.1650486
25,3.421052631578947,7.024705
26,3.1947368421052627,6.9267364
27,4.75,6.731854
28,3.421052631578947,6.2981668
29,3.1947368421052627,6.2045875
30,4.75,6.1535125
31,5.178947368421052,6.006269
32,3.1947368421052627,3.0227947
33,4.75,3.0586138
34,5.178947368421052,3.031651
35,5.08421052631579,3.0038505
36,4.75,2.995279
37,5.178947368421052,2.9998732
38,5.08421052631579,2.9895537
39,5.842105263157895,2.9561958
40,5.178947368421052,4.709201
41,5.08421052631579,4.5919466
42,5.842105263157895,4.543451
43,6.510526315789474,4.4562798
44,5.08421052631579,4.7875147
45,5.842105263157895,4.670801
46,6.510526315789474,4.6056595
47,7.199999999999999,4.535558
48,5.842105263157895,4.8443274
49,6.510526315789474,4.718627
50,7.199999999999999,4.6395183
51,4.373684210526315,4.5859604
52,6.510526315789474,5.64027
53,7.199999999999999,5.3271923
54,4.373684210526315,5.138868
55,4.173684210526317,5.0776987
56,7.199999999999999,6.151516
57,4.373684210526315,5.723968
58,4.173684210526317,5.446055
59,7.078947368421051,5.332742
60,4.373684210526315,6.813302
61,4.173684210526317,6.209898
62,7.078947368421051,5.8177624
63,8.850000000000001,5.619988
64,4.173684210526317,3.919366
65,7.078947368421051,3.9065523
66,8.850000000000001,3.8520775
67,8.735294117647056,3.7007785
68,7.078947368421051,4.2269244
69,8.850000000000001,3.996437
70,8.735294117647056,3.8681307
71,7.673684210526316,3.674501
72,8.850000000000001,6.961185
73,8.735294117647056,5.8576255
74,7.673684210526316,5.276362
75,5.968421052631577,4.9725294
76,8.735294117647056,7.9854994
77,7.673684210526316,6.9312606
78,5.968421052631577,6.308902
79,6.215789473684211,5.9886994
80,7.673684210526316,8.181679
81,5.968421052631577,7.3379183
82,6.215789473684211,6.7936044
83,4.045,6.4674287
84,5.968421052631577,7.318591
85,6.215789473684211,6.808786
86,4.045,6.474734
87,4.973684210526315,6.227772
88,6.215789473684211,5.6690283
89,4.045,5.467672
90,4.973684210526315,5.3445826
91,5.78421052631579,5.1772237
92,4.045,6.1447034
93,4.973684210526315,5.7427416
94,5.78421052631579,5.5119534
95,6.6099999999999985,5.318497
96,4.973684210526315,3.498125
97,5.78421052631579,3.491568
98,6.6099999999999985,3.4550967
99,6.689473684210528,3.3428316
100,5.78421052631579,5.1483397
101,6.6099999999999985,4.755149
102,6.689473684210528,4.5575066
103,8.168421052631576,4.3894415
104,6.6099999999999985,5.395193
105,6.689473684210528,5.0168896
106,8.168421052631576,4.8257165
107,9.421052631578949,4.6839457
108,6.689473684210528,6.372769
109,8.168421052631576,5.9733157
110,9.421052631578949,5.7403727
111,9.29,5.6414013
112,8.168421052631576,6.367746
113,9.421052631578949,6.056359
114,9.29,5.8531427
115,6.2210526315789485,5.758849
116,9.421052631578949,7.906433
117,9.29,7.303871
118,6.2210526315789485,6.9014792
119,5.552631578947369,6.7060924
120,9.29,8.863281
121,6.2210526315789485,8.0911045
122,5.552631578947369,7.56898
123,4.336842105263157,7.249892
124,6.2210526315789485,8.834527
125,5.552631578947369,8.115543
126,4.336842105263157,7.611455
127,4.178947368421053,7.2539434
128,5.552631578947369,5.811032
129,4.336842105263157,5.69746
130,4.178947368421053,5.6053047
131,7.926315789473685,5.437842
132,4.336842105263157,5.5003695
133,4.178947368421053,5.361593
134,7.926315789473685,5.276665
135,8.355,5.1253576
136,4.178947368421053,3.9846535
137,7.926315789473685,4.0179605
138,8.355,4.00753
139,7.631578947368421,3.9819565
140,7.926315789473685,4.045829
141,8.355,4.0782394
142,7.631578947368421,4.098531
143,7.6157894736842096,4.1168623
144,8.355,7.4679413
145,7.631578947368421,6.756075
146,7.6157894736842096,6.3885403
147,9.217647058823529,6.2748847
148,7.631578947368421,7.387393
149,7.6157894736842096,6.7974167
150,9.217647058823529,6.45606
151,4.990000000000001,6.2864404
152,7.6157894736842096,7.1406956
153,9.217647058823529,6.636633
154,4.990000000000001,6.326315
155,3.9105263157894745,6.1325545
156,9.217647058823529,7.268075
157,4.990000000000001,6.719761
158,3.9105263157894745,6.3740187
159,6.415789473684211,6.1405096
160,4.990000000000001,8.791315
161,3.9105263157894745,7.844837
162,6.415789473684211,7.242423
163,4.378947368421053,6.85397
164,3.9105263157894745,4.216902
165,6.415789473684211,4.1795583
166,4.378947368421053,4.1113777
167,9.036842105263158,3.9267993
168,6.415789473684211,3.7803454
169,4.378947368421053,3.748785
170,9.036842105263158,3.7048268
171,10.174999999999999,3.5673447
172,4.378947368421053,6.5194445
173,9.036842105263158,5.7886615
174,10.174999999999999,5.42792
175,7.089473684210528,5.223439
176,9.036842105263158,3.62715
177,10.174999999999999,3.599175
178,7.089473684210528,3.5664268
179,5.126315789473685,3.4585729
180,10.174999999999999,8.478988
181,7.089473684210528,7.1629515
182,5.126315789473685,6.4933333
183,3.852631578947369,6.2385387
184,7.089473684210528,8.431533
185,5.126315789473685,7.299103
186,3.852631578947369,6.670596
187,4.575000000000001,6.305501
188,5.126315789473685,6.201882
189,3.852631578947369,5.7094383
190,4.575000000000001,5.42797
191,6.86842105263158,5.159818
192,3.852631578947369,4.6804647
193,4.575000000000001,4.4380307
194,6.86842105263158,4.2564964
195,7.884210526315785,3.9926229
196,4.575000000000001,3.4451294
197,6.86842105263158,3.3116918
198,7.884210526315785,3.1906376
199,6.778947368421054,2.9107165
200,6.86842105263158,4.347877
201,7.884210526315785,3.8152728
202,6.778947368421054,3.5303874
203,2.3789473684210525,3.2209277
204,7.884210526315785,5.927439
205,6.778947368421054,4.894215
206,2.3789473684210525,4.310327
207,2.4199999999999995,3.9411292
208,6.778947368421054,6.8796053
209,2.3789473684210525,5.9262724
210,2.4199999999999995,5.384717
211,2.3263157894736834,5.0743933
212,2.3789473684210525,6.115875
213,2.4199999999999995,5.5716405
214,2.3263157894736834,5.2499638
215,2.2789473684210524,4.9991803
216,2.4199999999999995,2.2955847
217,2.3263157894736834,2.2848763
218,2.2789473684210524,2.3074048
219,2.810526315789473,2.249411
220,2.3263157894736834,2.5261948
221,2.2789473684210524,2.4887087
222,2.810526315789473,2.5011876
223,2.675,2.4280717
224,2.2789473684210524,2.2489126
225,2.810526315789473,2.2126482
226,2.675,2.2322586
227,2.331578947368421,2.1853106
228,2.810526315789473,2.2764535
229,2.675,2.2385564
230,2.331578947368421,2.2504623
231,6.4368421052631595,2.2120936
232,2.675,2.8497345
233,2.331578947368421,2.745163
234,6.4368421052631595,2.6936624
235,6.578947368421051,2.5712552
236,2.331578947368421,2.5007408
237,6.4368421052631595,2.4666905
238,6.578947368421051,2.4550464
239,1.8399999999999999,2.3971932
240,6.4368421052631595,2.2879832
241,6.578947368421051,2.277588
242,1.8399999999999999,2.291523
243,2.1947368421052627,2.2849603
244,6.578947368421051,5.8297453
245,1.8399999999999999,4.804473
246,2.1947368421052627,4.3212633
247,2.3157894736842106,4.179754
248,1.8399999999999999,5.0656557
249,2.1947368421052627,4.3919563
250,2.3157894736842106,4.037424
251,3.673684210526316,3.8157158
252,2.1947368421052627,1.8487873
253,2.3157894736842106,1.8602283
254,3.673684210526316,1.8829589
255,5.626315789473683,1.8647935
256,2.3157894736842106,2.4750376
257,3.673684210526316,2.407559
258,5.626315789473683,2.3725493
259,9.610526315789473,2.2609057
260,3.673684210526316,2.24427
261,5.626315789473683,2.2153418
262,9.610526315789473,2.2400174
263,5.43157894736842,2.1941779
264,5.626315789473683,3.7375212
265,9.610526315789473,3.2570748
266,5.43157894736842,3.039126
267,7.515000000000001,2.8612773
268,9.610526315789473,4.582063
269,5.43157894736842,3.778387
