,PM2.5,Seq2Seq_LSTM_diff
235,6.578947368421051,3.1712966
236,2.331578947368421,2.7962968
237,6.4368421052631595,2.8655722
238,6.578947368421051,2.9264836
239,1.8399999999999999,2.9620194
240,6.4368421052631595,2.353685
241,6.578947368421051,2.4169037
242,1.8399999999999999,2.492485
243,2.1947368421052627,2.567996
244,6.578947368421051,6.0655174
245,1.8399999999999999,4.5228443
246,2.1947368421052627,3.9206223
247,2.3157894736842106,3.779829
248,1.8399999999999999,5.778841
249,2.1947368421052627,4.7296295
250,2.3157894736842106,4.3072343
251,3.673684210526316,4.036633
252,2.1947368421052627,1.6153913
253,2.3157894736842106,1.4333704
254,3.673684210526316,1.5010171
255,5.626315789473683,1.5220621
256,2.3157894736842106,2.5385644
257,3.673684210526316,2.512087
258,5.626315789473682,2.3372772
259,9.610526315789473,2.1712599
260,3.673684210526316,2.5853739
261,5.626315789473682,2.5357168
262,9.610526315789473,2.4200969
263,5.43157894736842,2.2992284
264,5.626315789473682,3.4877172
265,9.610526315789473,2.875071
266,5.43157894736842,2.5737057
267,7.515000000000001,2.3695154
268,9.610526315789473,4.757291
269,5.43157894736842,3.604951
270,7.515000000000001,3.1160264
271,8.547368421052628,2.9131043
272,5.43157894736842,7.520956
273,7.515000000000001,5.455594
274,8.547368421052628,4.579308
275,3.4263157894736835,4.4026585
276,7.515000000000001,4.3889303
277,8.547368421052628,3.7646327
278,3.4263157894736835,3.2578378
279,2.1421052631578954,2.9184752
280,8.547368421052628,6.19671
281,3.4263157894736835,5.066546
282,2.1421052631578954,4.392285
283,1.98,3.9444866
284,3.4263157894736835,7.0375576
285,2.1421052631578954,5.7592177
286,1.98,5.014116
287,2.6473684210526316,4.5067425
288,2.1421052631578954,2.7233315
289,1.98,2.3972254
290,2.6473684210526316,2.2121127
291,1.6263157894736842,2.268053
292,1.98,2.104924
293,2.6473684210526316,2.0087729
294,1.6263157894736842,2.000364
295,1.8894736842105266,1.9560137
296,2.6473684210526316,2.0038042
297,1.6263157894736842,2.0824442
298,1.8894736842105266,2.1178458
299,2.921052631578948,2.1296444
300,1.6263157894736842,2.8829045
301,1.8894736842105266,2.9931667
302,2.921052631578948,2.9821057
303,1.931578947368421,2.959296
304,1.8894736842105266,1.5883582
305,2.921052631578948,1.6605575
306,1.931578947368421,1.7031512
307,1.78421052631579,1.7486124
308,2.921052631578948,1.9342468
309,1.931578947368421,2.0187113
310,1.78421052631579,2.0465517
311,1.6799999999999997,2.0850482
312,1.931578947368421,3.4725356
313,1.78421052631579,3.4502811
314,1.6799999999999997,3.3705
315,1.7684210526315791,3.3148727
316,1.78421052631579,1.9117115
317,1.6799999999999997,1.9658461
318,1.7684210526315791,2.032387
319,2.0894736842105264,2.107021
320,1.6799999999999997,1.8027158
321,1.7684210526315791,1.8565834
322,2.0894736842105264,1.9189277
323,1.8842105263157896,1.9870019
324,1.7684210526315791,1.7125721
325,2.0894736842105264,1.7584276
326,1.8842105263157896,1.8222096
327,1.7736842105263162,1.8855505
328,2.0894736842105264,1.8510313
329,1.8842105263157896,1.883631
330,1.7736842105263162,1.9346964
331,2.9368421052631586,1.9731443
332,1.8842105263157896,2.1944458
333,1.7736842105263162,2.159963
334,2.9368421052631586,2.1676147
335,4.921052631578948,2.1785176
336,1.7736842105263162,1.91692
337,2.9368421052631586,1.9292107
338,4.921052631578948,1.9728568
339,3.5500000000000007,2.0187762
340,2.9368421052631586,1.813446
341,4.921052631578948,1.8350942
342,3.5500000000000007,1.8915508
343,5.268421052631579,1.9440541
344,4.921052631578948,3.5553555
345,3.5500000000000007,3.3800626
346,5.268421052631579,3.3019137
347,5.23157894736842,3.1979856
348,3.5500000000000007,5.016739
349,5.268421052631579,4.1745267
350,5.23157894736842,3.8215442
351,5.28421052631579,3.6484308
352,5.268421052631579,3.351315
353,5.23157894736842,3.2757683
354,5.28421052631579,3.1944375
355,5.0210526315789465,3.0743032
356,5.23157894736842,4.8841567
357,5.28421052631579,4.294665
358,5.0210526315789465,4.0597715
359,6.089473684210527,3.8217263
360,5.28421052631579,4.84229
361,5.0210526315789465,4.467683
362,6.089473684210527,4.254484
363,9.157894736842103,3.9659128
364,5.0210526315789465,4.9257836
365,6.089473684210527,4.619566
366,9.157894736842103,4.388536
367,13.068421052631578,4.0837297
368,6.089473684210527,4.679309
369,9.157894736842103,4.3682218
370,13.068421052631578,4.1075296
371,12.042105263157893,3.8493643
372,9.157894736842103,5.461186
373,13.068421052631578,4.7258687
374,12.042105263157893,4.3245983
375,9.068421052631578,3.9891715
376,13.068421052631578,7.7193193
377,12.042105263157893,6.1626997
378,9.068421052631578,5.441371
379,9.56315789473684,5.0915074
380,12.042105263157893,10.761487
381,9.068421052631578,8.492426
382,9.56315789473684,7.480092
383,11.721052631578946,7.038842
384,9.068421052631578,10.694625
385,9.56315789473684,9.581147
386,11.721052631578946,8.933631
387,12.105263157894736,8.220314
388,9.56315789473684,8.6049595
389,11.721052631578946,8.622151
390,12.105263157894736,8.29858
391,10.647368421052628,7.8968782
392,11.721052631578946,9.596427
393,12.105263157894736,9.527439
394,10.647368421052628,9.113965
395,10.1,8.71794
396,12.105263157894736,11.501914
397,10.647368421052628,10.748133
398,10.1,10.192739
399,12.484210526315792,9.642478
400,10.647368421052628,11.242355
401,10.1,10.087481
402,12.484210526315792,9.4304695
403,9.057894736842107,8.904241
404,10.1,9.916399
405,12.484210526315792,9.025741
406,9.057894736842107,8.4112625
407,5.663157894736841,8.033169
408,12.484210526315792,9.69698
409,9.057894736842107,8.846692
410,5.663157894736841,8.188476
411,5.557894736842104,7.85159
412,9.057894736842107,11.852148
413,5.663157894736841,10.457072
414,5.557894736842104,9.684595
415,4.773684210526314,9.259728
416,5.663157894736841,8.599417
417,5.557894736842104,8.229852
418,4.773684210526316,7.899398
419,5.705263157894738,7.9261656
420,5.557894736842104,5.291435
421,4.773684210526316,5.249271
422,5.705263157894738,5.4805746
423,5.963157894736843,5.7198644
424,4.773684210526316,5.525837
425,5.705263157894738,5.706885
426,5.963157894736843,5.8106937
427,6.3578947368421055,5.9389896
428,5.705263157894738,4.7040806
429,5.963157894736843,4.871228
430,6.3578947368421055,4.961614
431,7.263157894736841,5.087216
432,5.963157894736843,5.959393
433,6.3578947368421055,6.156992
434,7.263157894736841,6.2176294
435,6.652631578947368,6.3036036
436,6.3578947368421055,6.2395716
437,7.263157894736841,6.4038
438,6.652631578947368,6.5021305
439,8.88421052631579,6.59593
440,7.263157894736841,6.686459
441,6.652631578947368,6.8084836
442,8.88421052631579,6.9341674
443,7.6684210526315795,7.042945
444,6.652631578947368,7.824974
445,8.88421052631579,7.80585
446,7.6684210526315795,7.852168
447,11.392307692307696,7.8879156
448,8.88421052631579,6.7241597
449,7.6684210526315795,6.788214
450,11.392307692307696,6.977426
451,9.789473684210527,7.1327324
452,7.6684210526315795,8.860081
453,11.392307692307696,8.107047
454,9.789473684210527,7.7321386
455,9.157894736842103,7.3958683
456,11.392307692307696,7.446047
457,9.789473684210527,7.290907
458,9.157894736842103,7.159953
459,8.280000000000001,7.113921
460,9.789473684210527,11.340053
461,9.157894736842103,10.255667
462,8.280000000000001,9.808014
463,12.89090909090909,9.366318
464,9.157894736842103,9.418167
465,8.280000000000001,9.294889
466,12.89090909090909,9.165261
467,12.84444444444444,8.955639
468,8.280000000000001,9.08021
469,12.89090909090909,9.154035
470,12.84444444444444,9.099998
471,12.099999999999998,9.061397
472,12.89090909090909,8.460051
473,12.84444444444444,8.55094
474,12.099999999999998,8.556436
475,11.660000000000002,8.590344
476,12.84444444444444,13.527962
477,12.099999999999998,12.505537
478,11.660000000000002,11.977875
479,7.221052631578946,11.470882
480,12.099999999999998,12.40308
481,11.660000000000002,11.698694
482,7.221052631578946,11.343122
483,4.810526315789473,10.9068365
484,11.660000000000002,11.694151
485,7.221052631578946,11.346736
486,4.810526315789473,10.990264
487,4.0473684210526315,10.734419
488,7.221052631578946,11.499617
489,4.810526315789473,11.230846
490,4.0473684210526315,10.852722
491,4.990000000000001,10.657881
492,4.810526315789473,6.9413195
493,4.0473684210526315,6.8490396
494,4.990000000000001,7.081238
495,3.01578947368421,7.2697983
496,4.0473684210526315,4.5401993
497,4.990000000000001,4.5261784
498,3.01578947368421,4.7362046
499,2.8999999999999995,4.911796
500,4.990000000000001,3.913238
501,3.01578947368421,4.032817
502,2.8999999999999995,4.147678
503,3.2473684210526326,4.266833
504,3.01578947368421,5.153778
505,2.8999999999999995,5.334252
506,3.2473684210526326,5.363178
507,2.968421052631579,5.404708
508,2.8999999999999995,2.8957615
509,3.2473684210526326,2.9998941
510,2.968421052631579,3.0892434
511,3.5315789473684207,3.1908875
512,3.2473684210526326,2.8831553
513,2.968421052631579,3.0139494
514,3.5315789473684207,3.0624018
515,2.8999999999999995,3.1247911
516,2.968421052631579,3.3072824
517,3.5315789473684207,3.4282174
518,2.8999999999999995,3.465733
519,3.1842105263157894,3.522596
520,3.5315789473684207,3.00675
521,2.8999999999999995,3.1188216
522,3.1842105263157894,3.177857
523,3.6526315789473687,3.2535462
524,2.8999999999999995,3.7785745
525,3.1842105263157894,3.8685932
526,3.6526315789473687,3.9202423
527,3.48421052631579,3.9908037
528,3.1842105263157894,2.9001677
529,3.6526315789473687,2.97619
530,3.48421052631579,3.0733128
531,3.4789473684210517,3.1807861
532,3.6526315789473687,3.3024464
533,3.48421052631579,3.37717
534,3.4789473684210517,3.487103
535,2.3473684210526304,3.5704603
536,3.48421052631579,3.8915515
537,3.4789473684210517,3.930275
538,2.3473684210526304,4.0159864
539,3.0157894736842117,4.085397
540,3.4789473684210517,3.538198
541,2.3473684210526304,3.577829
542,3.0157894736842117,3.6909018
543,2.542105263157894,3.7811365
544,2.3473684210526304,3.5384026
545,3.0157894736842117,3.5813155
546,2.542105263157894,3.6862621
547,2.531578947368421,3.7723918
548,3.0157894736842117,2.2549865
549,2.542105263157894,2.2587955
550,2.531578947368421,2.3600075
551,2.968421052631578,2.4763074
552,2.542105263157894,3.1923509
553,2.531578947368421,3.20607
554,2.968421052631578,3.254342
555,2.7700000000000005,3.2780719
556,2.531578947368421,2.5853672
557,2.968421052631578,2.6398478
558,2.7700000000000005,2.7362385
559,2.8444444444444446,2.8261566
560,2.968421052631578,2.609133
561,2.7700000000000005,2.672686
562,2.8444444444444446,2.768519
563,3.094736842105263,2.849511
564,2.7700000000000005,3.1320133
565,2.8444444444444446,3.1429844
566,3.094736842105263,3.2109003
567,2.415789473684211,3.2606015
568,2.8444444444444446,2.831233
569,3.094736842105263,2.873592
570,2.415789473684211,2.9808414
571,2.2789473684210533,3.0642428
572,3.094736842105263,2.9200175
573,2.415789473684211,2.9580588
574,2.2789473684210533,3.0610428
575,2.154999999999999,3.135198
576,2.415789473684211,3.177763
577,2.2789473684210533,3.190238
578,2.154999999999999,3.2796788
579,2.2263157894736842,3.337285
580,2.2789473684210533,2.3976448
581,2.154999999999999,2.428427
582,2.2263157894736842,2.5347066
583,2.0631578947368427,2.6477783
584,2.154999999999999,2.3261583
585,2.2263157894736842,2.376227
586,2.0631578947368427,2.4685528
587,2.036842105263158,2.5524793
588,2.2263157894736842,2.2092674
589,2.0631578947368427,2.2657638
590,2.036842105263158,2.353953
591,2.189473684210526,2.4339936
592,2.0631578947368427,2.3239484
593,2.036842105263158,2.3908305
594,2.189473684210526,2.4753356
595,2.031578947368421,2.551658
596,2.036842105263158,2.1104267
597,2.189473684210526,2.1683373
598,2.031578947368421,2.255097
599,2.0578947368421048,2.337437
600,2.189473684210526,2.098951
601,2.031578947368421,2.1591158
602,2.0578947368421048,2.2435334
603,1.857894736842106,2.3222642
604,2.031578947368421,2.2952194
605,2.0578947368421048,2.3556335
606,1.857894736842106,2.4427042
607,1.905263157894737,2.524149
608,2.0578947368421048,2.0734525
609,1.857894736842106,2.123811
610,1.905263157894737,2.2205677
611,1.9684210526315793,2.3071795
612,1.857894736842106,2.1198084
613,1.905263157894737,2.1709263
614,1.9684210526315793,2.2679725
615,1.9666666666666663,2.3528373
616,1.905263157894737,1.8823557
617,1.9684210526315793,1.9276295
618,1.9666666666666663,2.0190148
619,1.9263157894736844,2.1039941
620,1.9684210526315793,1.9717062
621,1.9666666666666663,2.0233538
622,1.9263157894736844,2.1123195
623,2.9368421052631577,2.192183
624,1.9666666666666663,2.0487678
625,1.9263157894736844,2.0998483
626,2.9368421052631577,2.1921716
627,2.952631578947368,2.2748396
628,1.9263157894736844,2.0336075
629,2.9368421052631577,2.082344
630,2.952631578947368,2.17999
631,2.2210526315789467,2.2635188
632,2.9368421052631577,1.9824038
633,2.952631578947368,2.030364
634,2.2210526315789467,2.129398
635,2.1263157894736837,2.2133186
636,2.952631578947368,3.7526765
637,2.2210526315789467,3.7003398
638,2.1263157894736837,3.6582828
639,3.4263157894736835,3.6230655
640,2.2210526315789467,3.0231977
641,2.1263157894736837,3.0569944
642,3.4263157894736835,3.1727695
643,2.4684210526315793,3.2249174
644,2.1263157894736837,2.2353942
645,3.4263157894736835,2.2841349
646,2.4684210526315793,2.386111
647,5.578947368421052,2.4929893
648,3.4263157894736835,2.2008812
649,2.4684210526315793,2.2622912
650,5.578947368421052,2.3511312
651,10.431578947368415,2.4270842
652,2.4684210526315793,3.956223
653,5.578947368421052,3.7801309
654,10.431578947368415,3.7238178
655,6.5315789473684225,3.606195
656,5.578947368421052,2.4986365
657,10.431578947368415,2.5441544
658,6.5315789473684225,2.6258888
659,2.868421052631579,2.7153707
660,10.431578947368415,5.764348
661,6.5315789473684225,4.810227
662,2.868421052631579,4.407222
663,1.938888888888889,4.1963058
664,6.5315789473684225,8.91515
665,2.868421052631579,6.6264477
666,1.938888888888889,5.8134513
667,1.9299999999999997,5.7402587
668,2.868421052631579,5.939967
669,1.938888888888889,5.6337485
670,1.9299999999999997,5.321107
671,1.857894736842105,4.942679
672,1.938888888888889,2.9633923
673,1.9299999999999997,2.8113813
674,1.857894736842105,2.7195828
675,1.8842105263157896,2.5484087
676,1.9299999999999997,2.1463337
677,1.857894736842105,2.1381843
678,1.8842105263157896,2.131249
679,1.857894736842106,2.0610301
680,1.857894736842105,2.1277125
681,1.8842105263157896,2.2030387
682,1.857894736842106,2.1918044
683,2.021052631578947,2.1531045
684,1.8842105263157896,1.9807193
685,1.857894736842106,2.0617983
686,2.021052631578947,2.070606
687,2.2578947368421054,2.0719728
688,1.857894736842106,1.9927061
689,2.021052631578947,2.0752866
690,2.2578947368421054,2.0974677
691,2.494736842105264,2.1176238
692,2.021052631578947,1.9407902
693,2.2578947368421054,2.0175734
694,2.494736842105264,2.0523703
695,3.438888888888888,2.0906096
696,2.2578947368421054,2.1419942
697,2.494736842105264,2.2170742
698,3.438888888888888,2.259167
699,2.98421052631579,2.301999
700,2.494736842105264,2.461641
701,3.438888888888888,2.523904
702,2.98421052631579,2.5619197
703,2.2842105263157895,2.6056545
704,3.438888888888888,2.744597
705,2.98421052631579,2.7939293
706,2.2842105263157895,2.8329065
707,1.9578947368421051,2.8775578
708,2.98421052631579,3.9418182
709,2.2842105263157895,3.7357187
710,1.9578947368421051,3.618249
711,2.3631578947368426,3.5073643
712,2.2842105263157895,2.9499297
713,1.9578947368421051,2.9687665
714,2.3631578947368426,3.0198207
715,2.2473684210526317,3.0539646
716,1.9578947368421051,2.3100348
717,2.3631578947368426,2.3528247
718,2.2473684210526317,2.4454403
719,2.0631578947368427,2.538173
720,2.3631578947368426,2.031983
721,2.2473684210526317,2.089529
722,2.0631578947368427,2.1632483
723,2.3578947368421046,2.2176018
724,2.2473684210526317,2.5295637
725,2.0631578947368427,2.5977273
726,2.3578947368421046,2.6667736
727,2.273684210526316,2.7311378
728,2.0631578947368427,2.3435593
729,2.3578947368421046,2.4017525
730,2.273684210526316,2.490213
731,2.547368421052632,2.556966
732,2.3578947368421046,2.1226628
733,2.273684210526316,2.1739645
734,2.547368421052632,2.2653165
735,3.152631578947368,2.3363752
736,2.273684210526316,2.4867337
737,2.547368421052632,2.5326843
738,3.152631578947368,2.6177185
739,3.6052631578947363,2.6830392
740,2.547368421052632,2.3378482
741,3.152631578947368,2.3839347
742,3.6052631578947363,2.4850388
743,2.4263157894736844,2.562992
744,3.152631578947368,2.6522932
745,3.6052631578947363,2.688479
746,2.4263157894736844,2.7853289
747,2.142105263157894,2.856879
748,3.6052631578947363,3.3977327
749,2.4263157894736844,3.350834
750,2.142105263157894,3.388547
751,2.1421052631578954,3.3734436
752,2.4263157894736844,3.6734695
753,2.142105263157894,3.6070023
754,2.1421052631578954,3.6594963
755,1.9999999999999996,3.6186604
756,2.142105263157894,2.4065015
757,2.1421052631578954,2.4258392
758,1.9999999999999996,2.5344627
759,2.1157894736842104,2.6444495
760,2.1421052631578954,2.2208858
761,1.9999999999999996,2.2726488
762,2.1157894736842104,2.35018
763,2.021052631578947,2.408018
764,1.9999999999999996,2.2569757
765,2.1157894736842104,2.3223827
766,2.021052631578947,2.3968122
767,2.021052631578948,2.4537601
768,2.1157894736842104,2.0803072
769,2.021052631578947,2.1388404
770,2.021052631578948,2.2147946
771,2.0842105263157893,2.2760036
772,2.021052631578947,2.2285283
773,2.021052631578948,2.2920241
774,2.0842105263157893,2.3691418
775,2.163157894736842,2.4340153
776,2.021052631578948,2.087955
777,2.0842105263157893,2.141763
778,2.163157894736842,2.2273433
779,2.1333333333333337,2.2980783
780,2.0842105263157893,2.0883794
781,2.163157894736842,2.14164
782,2.1333333333333337,2.228941
783,2.9157894736842103,2.3033235
784,2.163157894736842,2.1609669
785,2.1333333333333337,2.2119179
786,2.9157894736842103,2.3029134
787,2.5526315789473686,2.3796566
788,2.1333333333333337,2.2411487
789,2.9157894736842103,2.287968
790,2.5526315789473686,2.3851643
791,2.5736842105263156,2.4647534
792,2.9157894736842103,2.1873865
793,2.5526315789473686,2.2314878
794,2.5736842105263156,2.3334022
795,4.884210526315791,2.4148366
796,2.5526315789473686,3.5621982
797,2.5736842105263156,3.5566378
798,4.884210526315791,3.5619164
799,2.952631578947369,3.5863762
800,2.5736842105263156,2.5967484
801,4.884210526315791,2.660071
802,2.952631578947369,2.782998
803,3.310526315789474,2.8915038
804,4.884210526315791,2.6325936
805,2.952631578947369,2.7046614
806,3.310526315789474,2.826393
807,12.318750000000003,2.936556
808,2.952631578947369,5.678863
809,3.310526315789474,5.0878625
810,12.318750000000003,4.8168764
811,4.268421052631578,4.6161914
812,3.310526315789474,2.9540608
813,12.318750000000003,3.0123258
814,4.268421052631578,3.1151862
815,2.1947368421052635,3.2342248
816,12.318750000000003,3.4224834
817,4.268421052631578,3.483633
818,2.1947368421052635,3.5672865
819,2.294736842105263,3.6248527
820,4.268421052631578,11.110533
821,2.1947368421052635,7.791746
822,2.294736842105263,6.5671473
823,2.2631578947368425,6.6677346
824,2.1947368421052635,4.0397906
825,2.294736842105263,3.9824424
826,2.2631578947368425,3.8276348
827,2.605263157894737,3.7539349
828,2.294736842105263,2.3797972
829,2.2631578947368425,2.304787
830,2.605263157894737,2.313867
831,2.2105263157894735,2.2172444
832,2.2631578947368425,2.6159241
833,2.605263157894737,2.6834123
834,2.2105263157894735,2.6505516
835,2.005263157894737,2.590793
836,2.605263157894737,2.4934695
837,2.2105263157894735,2.5677538
838,2.005263157894737,2.5717688
839,2.2526315789473683,2.544455
840,2.2105263157894735,2.8743207
841,2.005263157894737,2.9382272
842,2.2526315789473683,2.9396043
843,2.1277777777777778,2.920335
844,2.005263157894737,2.2887373
845,2.2526315789473683,2.3404808
846,2.1277777777777778,2.3923626
847,5.389473684210526,2.4314947
848,2.2526315789473683,2.0405226
849,2.1277777777777778,2.0946045
850,5.389473684210526,2.1535301
851,7.344999999999999,2.2097404
852,2.1277777777777778,2.3810904
853,5.389473684210526,2.4403384
854,7.344999999999999,2.5038154
855,7.46315789473684,2.5458088
856,5.389473684210526,2.184125
857,7.344999999999999,2.22899
858,7.46315789473684,2.306576
859,7.344444444444445,2.3684945
860,7.344999999999999,5.521339
861,7.46315789473684,4.342794
862,7.344444444444445,3.8448334
863,9.984210526315792,3.6900282
864,7.46315789473684,6.4882383
865,7.344444444444445,5.1604395
866,9.984210526315792,4.6662555
867,3.4526315789473685,4.4841394
868,7.344444444444445,6.659884
869,9.984210526315792,5.8281345
870,3.4526315789473685,5.462098
871,3.2105263157894743,5.05142
872,9.984210526315792,6.705087
873,3.4526315789473685,6.235045
874,3.2105263157894743,5.894865
875,3.136842105263158,5.404545
876,3.4526315789473685,8.605184
877,3.2105263157894743,7.2665243
878,3.136842105263158,6.605212
