,PM2.5,NBeats_diff
146,7.6157894736842096,7.5415525
147,9.217647058823529,7.587059
148,7.631578947368421,7.3239565
149,7.6157894736842096,7.0806065
150,9.217647058823529,6.911093
151,4.990000000000001,6.940867
152,7.6157894736842096,7.1318655
153,9.217647058823529,6.9103484
154,4.990000000000001,7.201603
155,3.9105263157894745,7.6331005
156,9.217647058823529,7.397545
157,4.990000000000001,7.4967356
158,3.9105263157894745,7.5315285
159,6.415789473684211,7.6564417
160,4.990000000000001,9.487706
161,3.9105263157894745,9.23236
162,6.415789473684211,8.827669
163,4.378947368421053,8.4842615
164,3.9105263157894745,4.6837187
165,6.415789473684211,4.694292
166,4.378947368421053,4.983387
167,9.036842105263158,5.0736465
168,6.415789473684211,3.8291879
169,4.378947368421053,3.7166066
170,9.036842105263158,3.948244
171,10.174999999999999,3.8624291
172,4.378947368421053,6.899908
173,9.036842105263158,6.8048787
174,10.174999999999999,6.3446608
175,7.089473684210528,6.1076336
176,9.036842105263158,4.172595
177,10.174999999999999,4.2894783
178,7.089473684210528,4.3489876
179,5.126315789473685,4.3921127
180,10.174999999999999,10.027818
181,7.089473684210528,9.197731
182,5.126315789473685,8.861976
183,3.852631578947369,9.044179
184,7.089473684210528,7.8040257
185,5.126315789473685,7.310498
186,3.852631578947369,6.5958347
187,4.575000000000001,6.310025
188,5.126315789473685,6.3139377
189,3.852631578947369,5.8885384
190,4.575000000000001,6.1970415
191,6.86842105263158,6.519247
192,3.852631578947369,5.2172065
193,4.575000000000001,5.322925
194,6.86842105263158,5.7326865
195,7.884210526315785,6.0724792
196,4.575000000000001,3.8537827
197,6.86842105263158,3.9661775
198,7.884210526315785,4.206241
199,6.778947368421054,4.1213064
200,6.86842105263158,4.963721
201,7.884210526315785,4.9907203
202,6.778947368421054,5.0722995
203,2.3789473684210525,5.0851846
204,7.884210526315785,7.0960445
205,6.778947368421054,6.662548
206,2.3789473684210525,6.2297454
207,2.4199999999999995,6.0531874
208,6.778947368421054,7.3385887
209,2.3789473684210525,6.7335486
210,2.4199999999999995,6.3876815
211,2.3263157894736834,6.4838266
212,2.3789473684210525,5.437724
213,2.4199999999999995,4.877087
214,2.3263157894736834,4.9901958
215,2.2789473684210524,5.278756
216,2.4199999999999995,2.1215863
217,2.3263157894736834,2.1234288
218,2.2789473684210524,2.4372926
219,2.810526315789473,2.6357577
220,2.3263157894736834,2.5807638
221,2.2789473684210524,2.5282426
222,2.810526315789473,2.8041122
223,2.675,2.893398
224,2.2789473684210524,2.3738377
225,2.810526315789473,2.4810874
226,2.675,2.6645405
227,2.331578947368421,2.568442
228,2.810526315789473,2.2313013
229,2.675,2.2224152
230,2.331578947368421,2.249891
231,6.4368421052631595,2.0257466
232,2.675,2.9519083
233,2.331578947368421,3.0280972
234,6.4368421052631595,2.967945
235,6.578947368421051,2.963041
236,2.331578947368421,2.5501397
237,6.4368421052631595,2.725717
238,6.578947368421051,2.8474033
239,1.8399999999999999,2.9554334
240,6.4368421052631595,2.24503
241,6.578947368421051,2.337028
242,1.8399999999999999,2.4380615
243,2.1947368421052627,2.6358016
244,6.578947368421051,6.387343
245,1.8399999999999999,5.640387
246,2.1947368421052627,4.9330416
247,2.3157894736842106,4.7157354
248,1.8399999999999999,5.2857327
249,2.1947368421052627,4.495877
250,2.3157894736842106,3.8098364
251,3.673684210526316,3.5754318
252,2.1947368421052627,1.5807981
253,2.3157894736842106,1.4154005
254,3.673684210526316,1.7624433
255,5.626315789473683,1.8932047
256,2.3157894736842106,2.5208519
257,3.673684210526316,2.5184677
258,5.626315789473682,2.4830334
259,9.610526315789473,2.4014704
260,3.673684210526316,2.4755292
261,5.626315789473682,2.5720768
262,9.610526315789473,2.377558
263,5.43157894736842,2.144794
264,5.626315789473682,4.0075517
265,9.610526315789473,3.5324306
266,5.43157894736842,3.298015
267,7.515000000000001,3.1183405
268,9.610526315789473,5.153224
269,5.43157894736842,4.402249
270,7.515000000000001,3.8171234
271,8.547368421052628,3.8345504
272,5.43157894736842,7.0178156
273,7.515000000000001,5.8174005
274,8.547368421052628,5.155777
275,3.4263157894736835,4.838435
276,7.515000000000001,3.7266269
277,8.547368421052628,3.346384
278,3.4263157894736835,3.3861675
279,2.1421052631578954,3.5103173
280,8.547368421052628,8.279328
281,3.4263157894736835,7.996396
282,2.1421052631578954,8.088442
283,1.98,7.7874517
284,3.4263157894736835,7.7217693
285,2.1421052631578954,6.917274
286,1.98,5.8394194
287,2.6473684210526316,5.12472
288,2.1421052631578954,3.1369567
289,1.98,3.015305
290,2.6473684210526316,3.229992
291,1.6263157894736842,3.1411405
292,1.98,2.0461445
293,2.6473684210526316,1.899692
294,1.6263157894736842,1.9448223
295,1.8894736842105266,1.8446109
296,2.6473684210526316,2.0273879
297,1.6263157894736842,2.179713
298,1.8894736842105266,2.2553425
299,2.921052631578948,2.154765
300,1.6263157894736842,2.9654775
301,1.8894736842105266,2.8555198
302,2.921052631578948,2.705032
303,1.931578947368421,2.6430476
304,1.8894736842105266,1.5115616
305,2.921052631578948,1.5987129
306,1.931578947368421,1.5188231
307,1.78421052631579,1.4784222
308,2.921052631578948,1.847678
309,1.931578947368421,1.8666153
310,1.78421052631579,1.8876905
311,1.6799999999999997,1.9094563
312,1.931578947368421,2.8303275
313,1.78421052631579,2.9128833
314,1.6799999999999997,2.7639792
315,1.7684210526315791,2.8154159
316,1.78421052631579,1.8561158
317,1.6799999999999997,1.9236164
318,1.7684210526315791,2.0234241
319,2.0894736842105264,2.0075896
320,1.6799999999999997,1.6999905
321,1.7684210526315791,1.5968735
322,2.0894736842105264,1.7011027
323,1.8842105263157896,1.7218616
324,1.7684210526315791,1.7057803
325,2.0894736842105264,1.7621686
326,1.8842105263157896,1.8753955
327,1.7736842105263162,1.8136613
328,2.0894736842105264,1.903297
329,1.8842105263157896,1.9098401
330,1.7736842105263162,1.9345658
331,2.9368421052631586,1.8982713
332,1.8842105263157896,2.2355278
333,1.7736842105263162,2.2418716
334,2.9368421052631586,2.246122
335,4.921052631578948,2.2828927
336,1.7736842105263162,1.805722
337,2.9368421052631586,1.8185949
338,4.921052631578948,1.8477054
339,3.5500000000000007,1.8737171
340,2.9368421052631586,1.7373464
341,4.921052631578948,1.7665639
342,3.5500000000000007,1.8325117
343,5.268421052631579,1.9385207
344,4.921052631578948,3.1915822
345,3.5500000000000007,3.1101694
346,5.268421052631579,3.013246
347,5.23157894736842,3.0150757
348,3.5500000000000007,4.5872064
349,5.268421052631579,3.959207
350,5.23157894736842,3.633915
351,5.28421052631579,3.500063
352,5.268421052631579,3.2063007
353,5.23157894736842,3.1443987
354,5.28421052631579,3.230403
355,5.0210526315789465,3.2441926
356,5.23157894736842,5.5242743
357,5.28421052631579,5.2136574
358,5.0210526315789465,4.8698897
359,6.089473684210527,4.742029
360,5.28421052631579,4.790667
361,5.0210526315789465,4.590725
362,6.089473684210527,3.9508257
363,9.157894736842103,3.5012283
364,5.0210526315789465,5.3635173
365,6.089473684210527,5.0511546
366,9.157894736842103,4.9341655
367,13.068421052631578,4.775602
368,6.089473684210527,4.8011723
369,9.157894736842103,4.6254463
370,13.068421052631578,4.310637
371,12.042105263157893,4.212152
372,9.157894736842103,5.6823235
373,13.068421052631578,5.3016553
374,12.042105263157893,4.750979
375,9.068421052631578,4.412407
376,13.068421052631578,8.506387
377,12.042105263157893,7.238447
378,9.068421052631578,6.258228
379,9.56315789473684,5.9963965
380,12.042105263157893,11.398866
381,9.068421052631578,9.273817
382,9.56315789473684,8.19086
383,11.721052631578946,7.908084
384,9.068421052631578,10.501547
385,9.56315789473684,9.544686
386,11.721052631578946,8.977179
387,12.105263157894736,8.594843
388,9.56315789473684,8.468663
389,11.721052631578946,8.213264
390,12.105263157894736,7.8730364
391,10.647368421052628,7.5176353
392,11.721052631578946,9.988485
393,12.105263157894736,9.998428
394,10.647368421052628,9.190619
395,10.1,8.778717
396,12.105263157894736,11.622721
397,10.647368421052628,10.944532
398,10.1,10.149593
399,12.484210526315792,9.611935
400,10.647368421052628,11.429082
401,10.1,10.514368
402,12.484210526315792,9.91686
403,9.057894736842107,9.748991
404,10.1,10.062457
405,12.484210526315792,9.70564
406,9.057894736842107,9.450648
407,5.663157894736841,9.50553
408,12.484210526315792,9.153867
409,9.057894736842107,8.515502
410,5.663157894736841,8.066288
411,5.557894736842104,7.9825935
412,9.057894736842107,12.125688
413,5.663157894736841,11.074321
414,5.557894736842104,10.366003
415,4.773684210526314,10.092441
416,5.663157894736841,8.65167
417,5.557894736842104,8.553506
418,4.773684210526316,8.679691
419,5.705263157894738,8.80116
420,5.557894736842104,5.376847
421,4.773684210526316,5.2683864
422,5.705263157894738,5.752957
423,5.963157894736843,5.914126
424,4.773684210526316,5.779803
425,5.705263157894738,6.1291027
426,5.963157894736843,6.574394
427,6.3578947368421055,6.684033
428,5.705263157894738,4.8714566
429,5.963157894736843,5.229436
430,6.3578947368421055,5.496476
431,7.263157894736841,5.51405
432,5.963157894736843,5.971708
433,6.3578947368421055,6.084669
434,7.263157894736841,6.0517297
435,6.652631578947368,6.010992
436,6.3578947368421055,5.8609295
437,7.263157894736841,6.1046886
438,6.652631578947368,6.112724
439,8.88421052631579,6.1974764
440,7.263157894736841,6.2196865
441,6.652631578947368,6.391498
442,8.88421052631579,6.5370274
443,7.6684210526315795,6.7739797
444,6.652631578947368,7.3766375
445,8.88421052631579,7.5557747
446,7.6684210526315795,7.6492977
447,11.392307692307696,7.9340706
448,8.88421052631579,6.4998727
449,7.6684210526315795,6.5088983
450,11.392307692307696,6.6761775
451,9.789473684210527,6.774851
452,7.6684210526315795,9.196732
453,11.392307692307696,8.885653
454,9.789473684210527,8.662184
455,9.157894736842103,8.593166
456,11.392307692307696,7.5461884
457,9.789473684210527,7.622739
458,9.157894736842103,7.649931
459,8.280000000000001,7.5732775
460,9.789473684210527,12.030139
461,9.157894736842103,11.05698
462,8.280000000000001,10.545645
463,12.89090909090909,10.439025
464,9.157894736842103,9.184282
465,8.280000000000001,9.180839
466,12.89090909090909,8.856456
467,12.84444444444444,8.711189
468,8.280000000000001,9.279747
469,12.89090909090909,9.051083
470,12.84444444444444,9.094932
471,12.099999999999998,9.1151495
472,12.89090909090909,8.298021
473,12.84444444444444,8.4302
474,12.099999999999998,8.220721
475,11.660000000000002,8.257138
476,12.84444444444444,13.181641
477,12.099999999999998,12.292537
478,11.660000000000002,11.574953
479,7.221052631578946,11.120009
480,12.099999999999998,12.229132
481,11.660000000000002,11.546129
482,7.221052631578946,11.068372
483,4.810526315789473,11.054994
484,11.660000000000002,11.898727
485,7.221052631578946,11.525818
486,4.810526315789473,11.746544
487,4.0473684210526315,11.859871
488,7.221052631578946,11.359105
489,4.810526315789473,11.3223095
490,4.0473684210526315,10.863542
491,4.990000000000001,10.853182
492,4.810526315789473,6.9336095
493,4.0473684210526315,6.7407866
494,4.990000000000001,6.955862
495,3.01578947368421,7.1470375
496,4.0473684210526315,4.7086873
497,4.990000000000001,4.625658
498,3.01578947368421,4.9347434
499,2.8999999999999995,5.0061245
500,4.990000000000001,4.0047755
501,3.01578947368421,4.1636257
502,2.8999999999999995,4.5473685
503,3.2473684210526326,4.5458994
504,3.01578947368421,5.2868915
505,2.8999999999999995,5.4887457
506,3.2473684210526326,5.5995116
507,2.968421052631579,5.5088596
508,2.8999999999999995,2.8851008
509,3.2473684210526326,3.1377506
510,2.968421052631579,3.3127866
511,3.5315789473684207,3.2847457
512,3.2473684210526326,2.9604888
513,2.968421052631579,3.0381322
514,3.5315789473684207,3.1820269
515,2.8999999999999995,3.131465
516,2.968421052631579,3.391603
517,3.5315789473684207,3.6448545
518,2.8999999999999995,3.803331
519,3.1842105263157894,3.9062605
520,3.5315789473684207,2.9918246
521,2.8999999999999995,3.1255822
522,3.1842105263157894,3.2686715
523,3.6526315789473687,3.2285671
524,2.8999999999999995,3.6106343
525,3.1842105263157894,3.5196443
526,3.6526315789473687,3.5072336
527,3.48421052631579,3.4530492
528,3.1842105263157894,2.7868705
529,3.6526315789473687,2.8312397
530,3.48421052631579,2.9962564
531,3.4789473684210517,2.9569442
532,3.6526315789473687,3.3551273
533,3.48421052631579,3.3865376
534,3.4789473684210517,3.4845815
535,2.3473684210526304,3.5387802
536,3.48421052631579,3.8934622
537,3.4789473684210517,3.9732513
538,2.3473684210526304,4.016605
539,3.0157894736842117,4.06126
540,3.4789473684210517,3.4467916
541,2.3473684210526304,3.4048266
542,3.0157894736842117,3.4416733
543,2.542105263157894,3.454833
544,2.3473684210526304,3.5353184
545,3.0157894736842117,3.6124067
546,2.542105263157894,3.7117395
547,2.531578947368421,3.8288007
548,3.0157894736842117,2.2882528
549,2.542105263157894,2.4185934
550,2.531578947368421,2.5671585
551,2.968421052631578,2.6447153
552,2.542105263157894,3.305376
553,2.531578947368421,3.3371477
554,2.968421052631578,3.360021
555,2.7700000000000005,3.4409451
556,2.531578947368421,2.5293052
557,2.968421052631578,2.6762261
558,2.7700000000000005,2.7566252
559,2.8444444444444446,2.82546
560,2.968421052631578,2.5932267
561,2.7700000000000005,2.5870845
562,2.8444444444444446,2.6622021
563,3.094736842105263,2.7107477
564,2.7700000000000005,3.03973
565,2.8444444444444446,3.1424055
566,3.094736842105263,3.1672354
567,2.415789473684211,3.2767997
568,2.8444444444444446,2.7356827
569,3.094736842105263,2.8185585
570,2.415789473684211,2.9108138
571,2.2789473684210533,2.986275
572,3.094736842105263,2.9145381
573,2.415789473684211,2.9439309
574,2.2789473684210533,3.0178075
575,2.154999999999999,3.1618752
576,2.415789473684211,3.147367
577,2.2789473684210533,3.2336388
578,2.154999999999999,3.3078732
579,2.2263157894736842,3.356759
580,2.2789473684210533,2.361497
581,2.154999999999999,2.4214106
582,2.2263157894736842,2.5113816
583,2.0631578947368427,2.5916774
584,2.154999999999999,2.3868372
585,2.2263157894736842,2.473885
586,2.0631578947368427,2.6170783
587,2.036842105263158,2.7231882
588,2.2263157894736842,2.2198288
589,2.0631578947368427,2.3000245
590,2.036842105263158,2.3479826
591,2.189473684210526,2.38691
592,2.0631578947368427,2.2974896
593,2.036842105263158,2.3396404
594,2.189473684210526,2.4022694
595,2.031578947368421,2.4675674
596,2.036842105263158,2.1064973
597,2.189473684210526,2.1999826
598,2.031578947368421,2.2780666
599,2.0578947368421048,2.3672848
600,2.189473684210526,2.0659015
601,2.031578947368421,2.1364927
602,2.0578947368421048,2.2191737
603,1.857894736842106,2.303447
604,2.031578947368421,2.231222
605,2.0578947368421048,2.306816
606,1.857894736842106,2.3629513
607,1.905263157894737,2.4604075
608,2.0578947368421048,2.0581596
609,1.857894736842106,2.144272
610,1.905263157894737,2.2389293
611,1.9684210526315793,2.3229008
612,1.857894736842106,2.106021
613,1.905263157894737,2.1498232
614,1.9684210526315793,2.2187977
615,1.9666666666666663,2.29424
616,1.905263157894737,1.8693421
617,1.9684210526315793,1.9620306
618,1.9666666666666663,2.0568037
619,1.9263157894736844,2.1279612
620,1.9684210526315793,1.9939609
621,1.9666666666666663,2.0559037
622,1.9263157894736844,2.1218147
623,2.9368421052631577,2.1862428
624,1.9666666666666663,2.0362048
625,1.9263157894736844,2.107984
626,2.9368421052631577,2.1599166
627,2.952631578947368,2.2275825
628,1.9263157894736844,2.0017693
629,2.9368421052631577,2.0485547
630,2.952631578947368,2.1038716
631,2.2210526315789467,2.163517
632,2.9368421052631577,1.9564452
633,2.952631578947368,2.0150192
634,2.2210526315789467,2.0752823
635,2.1263157894736837,2.157559
636,2.952631578947368,3.0774913
637,2.2210526315789467,3.0046587
638,2.1263157894736837,2.9355135
639,3.4263157894736835,2.940578
640,2.2210526315789467,2.8328385
641,2.1263157894736837,2.791683
642,3.4263157894736835,2.7623513
643,2.4684210526315793,2.7777438
644,2.1263157894736837,2.173752
645,3.4263157894736835,2.1751175
646,2.4684210526315793,2.296656
647,5.578947368421052,2.392084
648,3.4263157894736835,2.2186985
649,2.4684210526315793,2.3128
650,5.578947368421052,2.3529286
651,10.431578947368415,2.4140327
652,2.4684210526315793,3.6117182
653,5.578947368421052,3.464859
654,10.431578947368415,3.244485
655,6.5315789473684225,3.1116986
656,5.578947368421052,2.3552845
657,10.431578947368415,2.357416
658,6.5315789473684225,2.3779619
659,2.868421052631579,2.417013
660,10.431578947368415,5.8565764
661,6.5315789473684225,5.1551447
662,2.868421052631579,4.83267
663,1.938888888888889,4.8177557
664,6.5315789473684225,8.355731
665,2.868421052631579,6.1948385
666,1.938888888888889,4.842534
667,1.9299999999999997,4.407331
668,2.868421052631579,5.712278
669,1.938888888888889,5.3570433
670,1.9299999999999997,5.5612574
671,1.857894736842105,5.426935
672,1.938888888888889,2.8242795
673,1.9299999999999997,2.6457398
674,1.857894736842105,2.828264
675,1.8842105263157896,2.9613378
676,1.9299999999999997,2.1154358
677,1.857894736842105,2.2819586
678,1.8842105263157896,2.26526
679,1.857894736842106,2.146391
680,1.857894736842105,2.1204855
681,1.8842105263157896,2.1565604
682,1.857894736842106,2.1751099
683,2.021052631578947,2.1264405
684,1.8842105263157896,1.7908216
685,1.857894736842106,1.7612758
686,2.021052631578947,1.6917725
687,2.2578947368421054,1.5528109
688,1.857894736842106,1.8079267
689,2.021052631578947,1.8038106
690,2.2578947368421054,1.7302127
691,2.494736842105264,1.710238
692,2.021052631578947,1.6549413
693,2.2578947368421054,1.6778016
694,2.494736842105264,1.7641256
695,3.438888888888888,1.9053881
696,2.2578947368421054,2.1083357
697,2.494736842105264,2.2790854
698,3.438888888888888,2.3345506
699,2.98421052631579,2.4558072
700,2.494736842105264,2.0557945
701,3.438888888888888,2.030681
702,2.98421052631579,1.9463439
703,2.2842105263157895,2.0037813
704,3.438888888888888,2.3440042
705,2.98421052631579,2.2273922
706,2.2842105263157895,2.1780822
707,1.9578947368421051,2.165991
708,2.98421052631579,3.6217518
709,2.2842105263157895,3.3602796
710,1.9578947368421051,3.189005
711,2.3631578947368426,3.0473433
712,2.2842105263157895,2.9661732
713,1.9578947368421051,2.8974342
714,2.3631578947368426,2.8725264
715,2.2473684210526317,2.8447077
716,1.9578947368421051,2.3092597
717,2.3631578947368426,2.3481297
718,2.2473684210526317,2.44145
719,2.0631578947368427,2.5263288
720,2.3631578947368426,2.0369558
721,2.2473684210526317,2.145451
722,2.0631578947368427,2.1901507
723,2.3578947368421046,2.2376182
724,2.2473684210526317,2.5304742
725,2.0631578947368427,2.5520277
726,2.3578947368421046,2.5220194
727,2.273684210526316,2.5110803
728,2.0631578947368427,2.268401
729,2.3578947368421046,2.279962
730,2.273684210526316,2.2822604
731,2.547368421052632,2.3250859
732,2.3578947368421046,2.062275
733,2.273684210526316,2.0843363
734,2.547368421052632,2.150292
735,3.152631578947368,2.2298381
736,2.273684210526316,2.3439825
737,2.547368421052632,2.3573086
738,3.152631578947368,2.3556561
739,3.6052631578947363,2.4344106
740,2.547368421052632,2.227265
741,3.152631578947368,2.2549627
742,3.6052631578947363,2.297746
743,2.4263157894736844,2.3704162
744,3.152631578947368,2.6310358
745,3.6052631578947363,2.6284094
746,2.4263157894736844,2.6734898
747,2.142105263157894,2.7493918
748,3.6052631578947363,3.154975
749,2.4263157894736844,3.135302
750,2.142105263157894,3.101399
751,2.1421052631578954,3.0966158
752,2.4263157894736844,3.5902615
753,2.142105263157894,3.5183654
754,2.1421052631578954,3.460765
755,1.9999999999999996,3.4463086
756,2.142105263157894,2.3467689
757,2.1421052631578954,2.4211
758,1.9999999999999996,2.5407875
759,2.1157894736842104,2.658282
760,2.1421052631578954,2.2429073
761,1.9999999999999996,2.3083053
762,2.1157894736842104,2.3977613
763,2.021052631578947,2.4744234
764,1.9999999999999996,2.2479622
765,2.1157894736842104,2.3468504
766,2.021052631578947,2.3539112
767,2.021052631578948,2.3724012
768,2.1157894736842104,2.067982
769,2.021052631578947,2.1073687
770,2.021052631578948,2.1593618
771,2.0842105263157893,2.1887934
772,2.021052631578947,2.1778085
773,2.021052631578948,2.2072644
774,2.0842105263157893,2.2300394
775,2.163157894736842,2.295428
776,2.021052631578948,1.9762833
777,2.0842105263157893,2.044968
778,2.163157894736842,2.1150436
779,2.1333333333333337,2.1967108
780,2.0842105263157893,2.0394447
781,2.163157894736842,2.0954297
782,2.1333333333333337,2.1627219
783,2.9157894736842103,2.280305
784,2.163157894736842,2.1361203
785,2.1333333333333337,2.2150047
786,2.9157894736842103,2.294706
787,2.5526315789473686,2.3918211
788,2.1333333333333337,2.1685474
789,2.9157894736842103,2.1942105
790,2.5526315789473686,2.2388246
791,2.5736842105263156,2.2867553
792,2.9157894736842103,2.1593685
793,2.5526315789473686,2.2236204
794,2.5736842105263156,2.2987144
795,4.884210526315791,2.3653831
796,2.5526315789473686,3.103756
797,2.5736842105263156,3.0518603
798,4.884210526315791,3.0081754
799,2.952631578947369,3.0251756
800,2.5736842105263156,2.4764278
801,4.884210526315791,2.5136213
802,2.952631578947369,2.5397365
803,3.310526315789474,2.589474
804,4.884210526315791,2.6483326
805,2.952631578947369,2.6526675
806,3.310526315789474,2.7250724
807,12.318750000000003,2.8025846
808,2.952631578947369,4.9934597
809,3.310526315789474,4.512883
810,12.318750000000003,4.085577
811,4.268421052631578,3.9297795
812,3.310526315789474,2.6243105
813,12.318750000000003,2.6439815
814,4.268421052631578,2.6912344
815,2.1947368421052635,2.6939764
816,12.318750000000003,3.5911875
817,4.268421052631578,3.4878616
818,2.1947368421052635,3.5654235
819,2.294736842105263,3.655745
820,4.268421052631578,10.633061
821,2.1947368421052635,7.2443056
822,2.294736842105263,5.216094
823,2.2631578947368425,4.696101
824,2.1947368421052635,3.2627134
825,2.294736842105263,3.120716
826,2.2631578947368425,3.1418762
827,2.605263157894737,3.0485044
828,2.294736842105263,2.3149877
829,2.2631578947368425,1.79157
830,2.605263157894737,2.0694425
831,2.2105263157894735,2.1233509
832,2.2631578947368425,2.5270407
833,2.605263157894737,2.7387986
834,2.2105263157894735,2.3737445
835,2.005263157894737,1.9874451
836,2.605263157894737,2.4639869
837,2.2105263157894735,2.287195
838,2.005263157894737,2.16342
839,2.2526315789473683,2.0199065
840,2.2105263157894735,2.7025616
841,2.005263157894737,2.5626462
842,2.2526315789473683,2.3948085
843,2.1277777777777778,2.2678201
844,2.005263157894737,1.9481685
845,2.2526315789473683,1.9248171
846,2.1277777777777778,1.8608873
847,5.389473684210526,1.8014784
848,2.2526315789473683,1.6836371
849,2.1277777777777778,1.6447194
850,5.389473684210526,1.7186544
851,7.344999999999999,1.8918974
852,2.1277777777777778,2.490493
853,5.389473684210526,2.7059646
854,7.344999999999999,2.8583436
855,7.46315789473684,2.9665673
856,5.389473684210526,1.9319797
857,7.344999999999999,1.8404355
858,7.46315789473684,1.7564869
859,7.344444444444445,1.7206655
860,7.344999999999999,5.0213966
861,7.46315789473684,4.34935
862,7.344444444444445,3.6373649
863,9.984210526315792,3.4629102
864,7.46315789473684,6.9052367
865,7.344444444444445,5.305646
866,9.984210526315792,4.542561
867,3.4526315789473685,4.1009274
868,7.344444444444445,7.1821127
869,9.984210526315792,6.462805
870,3.4526315789473685,6.3913145
871,3.2105263157894743,6.3531523
872,9.984210526315792,7.0956945
873,3.4526315789473685,7.125305
874,3.2105263157894743,6.473937
875,3.136842105263158,6.001034
876,3.4526315789473685,9.509133
877,3.2105263157894743,8.589321
878,3.136842105263158,7.291956
879,2.789473684210526,6.4018607
880,3.2105263157894743,3.1363053
