,PM2.5,Hybrid
72,8.850000000000001,6.8366685
73,8.735294117647056,5.913627
74,7.673684210526316,5.433399
75,5.968421052631577,5.213927
76,8.735294117647056,7.4929485
77,7.673684210526316,6.1018605
78,5.968421052631577,5.441309
79,6.215789473684211,5.1687603
80,7.673684210526316,7.400696
81,5.968421052631577,6.246881
82,6.215789473684211,5.6951637
83,4.045,5.419921
84,5.968421052631577,6.581697
85,6.215789473684211,5.8747277
86,4.045,5.659754
87,4.973684210526315,5.683509
88,6.215789473684211,5.1144686
89,4.045,4.7960696
90,4.973684210526315,4.7168293
91,5.78421052631579,4.714927
92,4.045,5.6695857
93,4.973684210526315,5.2640667
94,5.78421052631579,5.2080684
95,6.6099999999999985,5.2607017
96,4.973684210526315,3.5616226
97,5.78421052631579,3.3457232
98,6.6099999999999985,3.3290858
99,6.689473684210528,3.3455338
100,5.78421052631579,4.819016
101,6.6099999999999985,4.3939967
102,6.689473684210528,4.3347144
103,8.168421052631576,4.4765306
104,6.6099999999999985,5.056894
105,6.689473684210528,4.7587333
106,8.168421052631576,4.720737
107,9.421052631578949,4.8582788
108,6.689473684210528,5.756283
109,8.168421052631576,5.359146
110,9.421052631578949,5.1653423
111,9.29,5.014465
112,8.168421052631576,6.071877
113,9.421052631578949,5.6292815
114,9.29,5.4246626
115,6.2210526315789485,5.313435
116,9.421052631578949,7.4631567
117,9.29,7.009371
118,6.2210526315789485,6.657017
119,5.552631578947369,6.4639277
120,9.29,8.819022
121,6.2210526315789485,8.06234
122,5.552631578947369,7.49487
123,4.336842105263157,7.2855644
124,6.2210526315789485,8.478488
125,5.552631578947369,7.9703045
126,4.336842105263157,7.567402
127,4.178947368421053,7.3553047
128,5.552631578947369,5.7927155
129,4.336842105263157,5.62091
130,4.178947368421053,5.577337
131,7.926315789473685,5.562283
132,4.336842105263157,4.691552
133,4.178947368421053,4.1817555
134,7.926315789473685,4.2127275
135,8.355,4.575647
136,4.178947368421053,3.5636663
137,7.926315789473685,3.1991415
138,8.355,3.1367898
139,7.631578947368421,3.2076297
140,7.926315789473685,3.7765188
141,8.355,3.5544739
142,7.631578947368421,3.509355
143,7.6157894736842096,3.5327725
144,8.355,7.2797146
145,7.631578947368421,6.7624702
146,7.6157894736842096,6.391773
147,9.217647058823529,6.3079176
148,7.631578947368421,6.2807736
149,7.6157894736842096,6.100845
150,9.217647058823529,6.135112
151,4.990000000000001,6.67499
152,7.6157894736842096,6.275979
153,9.217647058823529,6.0953646
154,4.990000000000001,6.01663
155,3.9105263157894745,5.7621474
156,9.217647058823529,6.966172
157,4.990000000000001,6.858598
158,3.9105263157894745,6.732045
159,6.415789473684211,6.423309
160,4.990000000000001,8.448475
161,3.9105263157894745,8.038583
162,6.415789473684211,7.562392
163,4.378947368421053,7.1968346
164,3.9105263157894745,4.3876033
165,6.415789473684211,4.297094
166,4.378947368421053,4.306792
167,9.036842105263158,4.2801023
168,6.415789473684211,3.834138
169,4.378947368421053,3.97163
170,9.036842105263158,4.1016665
171,10.174999999999999,4.0583506
172,4.378947368421053,6.375985
173,9.036842105263158,6.261604
174,10.174999999999999,6.128348
175,7.089473684210528,5.9656367
176,9.036842105263158,4.15871
177,10.174999999999999,4.2148285
178,7.089473684210528,4.3244557
179,5.126315789473685,4.30233
180,10.174999999999999,8.542449
181,7.089473684210528,7.3005743
182,5.126315789473685,6.4829597
183,3.852631578947369,6.2501016
184,7.089473684210528,8.446604
185,5.126315789473685,7.1468296
186,3.852631578947369,6.381465
187,4.575000000000001,6.1817584
188,5.126315789473685,5.8526545
189,3.852631578947369,5.3152
190,4.575000000000001,5.136627
191,6.86842105263158,5.1539235
192,3.852631578947369,4.114193
193,4.575000000000001,3.7584767
194,6.86842105263158,3.5823817
195,7.884210526315785,3.6907535
196,4.575000000000001,3.2323756
197,6.86842105263158,2.9685168
198,7.884210526315785,2.8292732
199,6.778947368421054,2.856784
200,6.86842105263158,4.3126545
201,7.884210526315785,4.2031007
202,6.778947368421054,4.1361384
203,2.3789473684210525,4.1539736
204,7.884210526315785,6.3834486
205,6.778947368421054,5.9275646
206,2.3789473684210525,5.6191072
207,2.4199999999999995,5.532787
208,6.778947368421054,6.8629622
209,2.3789473684210525,6.2892494
210,2.4199999999999995,5.875264
211,2.3263157894736834,5.738084
212,2.3789473684210525,5.9585257
213,2.4199999999999995,5.5037766
214,2.3263157894736834,5.2745757
215,2.2789473684210524,5.248124
216,2.4199999999999995,1.9433932
217,2.3263157894736834,1.8306243
218,2.2789473684210524,1.821867
219,2.810526315789473,1.8025527
220,2.3263157894736834,2.6108553
221,2.2789473684210524,2.4976451
222,2.810526315789473,2.4309824
223,2.675,2.376011
224,2.2789473684210524,2.5019898
225,2.810526315789473,2.4308772
226,2.675,2.3790612
227,2.331578947368421,2.3274248
228,2.810526315789473,2.4988184
229,2.675,2.5252967
230,2.331578947368421,2.5348995
231,6.4368421052631595,2.5447776
232,2.675,3.2064147
233,2.331578947368421,3.207448
234,6.4368421052631595,3.1265492
235,6.578947368421051,3.1354213
236,2.331578947368421,2.8676074
237,6.4368421052631595,2.8625755
238,6.578947368421051,2.815167
239,1.8399999999999999,2.8533363
240,6.4368421052631595,2.416094
241,6.578947368421051,2.436507
242,1.8399999999999999,2.437316
243,2.1947368421052627,2.4845195
244,6.578947368421051,5.900766
245,1.8399999999999999,4.5461216
246,2.1947368421052627,3.9611049
247,2.3157894736842106,3.878456
248,1.8399999999999999,5.1871657
249,2.1947368421052627,4.217163
250,2.3157894736842106,3.8352475
251,3.673684210526316,3.7590795
252,2.1947368421052627,1.5163267
253,2.3157894736842106,1.3756056
254,3.673684210526316,1.3788967
255,5.626315789473683,1.355434
256,2.3157894736842106,2.5654392
257,3.673684210526316,2.3373177
258,5.626315789473683,2.2001894
259,9.610526315789473,2.1007736
260,3.673684210526316,2.5594223
261,5.626315789473683,2.3930392
262,9.610526315789473,2.2948024
263,5.43157894736842,2.2274582
264,5.626315789473683,3.6601138
265,9.610526315789473,3.2560248
266,5.43157894736842,2.9353802
267,7.515000000000001,2.752374
268,9.610526315789473,5.3842435
269,5.43157894736842,4.0973496
270,7.515000000000001,3.5367565
271,8.547368421052628,3.4257455
272,5.43157894736842,7.8651505
273,7.515000000000001,5.537654
274,8.547368421052628,4.5540676
275,3.4263157894736835,4.4793134
276,7.515000000000001,3.999951
277,8.547368421052628,3.434103
278,3.4263157894736835,3.1519208
279,2.1421052631578954,3.0675645
280,8.547368421052628,6.808942
281,3.4263157894736835,5.5820346
282,2.1421052631578954,4.866124
283,1.98,4.435399
284,3.4263157894736835,7.3732862
285,2.1421052631578954,5.9618177
286,1.98,5.1806774
287,2.6473684210526316,4.754109
288,2.1421052631578954,3.0624542
289,1.98,2.8486311
290,2.6473684210526316,2.7088048
291,1.6263157894736842,2.6088505
292,1.98,2.1110816
293,2.6473684210526316,1.8661854
294,1.6263157894736842,1.6720483
295,1.8894736842105266,1.5903008
296,2.6473684210526316,2.2256312
297,1.6263157894736842,2.2244234
298,1.8894736842105266,2.2219472
299,2.921052631578948,2.2087212
300,1.6263157894736842,2.8922658
301,1.8894736842105266,2.4893105
302,2.921052631578948,2.1870606
303,1.931578947368421,2.0998735
304,1.8894736842105266,1.6134198
305,2.921052631578948,1.6434484
306,1.931578947368421,1.648087
307,1.78421052631579,1.6975353
308,2.921052631578948,2.3004808
309,1.931578947368421,2.2684102
310,1.78421052631579,2.1695454
311,1.6799999999999997,2.1432266
312,1.931578947368421,3.3586435
313,1.78421052631579,3.0217152
314,1.6799999999999997,2.7195957
315,1.7684210526315791,2.5954397
316,1.78421052631579,1.8531923
317,1.6799999999999997,1.8068283
318,1.7684210526315791,1.7972543
319,2.0894736842105264,1.8271384
320,1.6799999999999997,1.9698222
321,1.7684210526315791,1.8907025
322,2.0894736842105264,1.8291428
323,1.8842105263157896,1.8298681
324,1.7684210526315791,1.7695036
325,2.0894736842105264,1.7097552
326,1.8842105263157896,1.6811631
327,1.7736842105263162,1.7052243
328,2.0894736842105264,1.9649415
329,1.8842105263157896,1.8450167
330,1.7736842105263162,1.7709091
331,2.9368421052631586,1.7681668
332,1.8842105263157896,2.288229
333,1.7736842105263162,2.0881343
334,2.9368421052631586,1.9763339
335,4.921052631578948,1.9643562
336,1.7736842105263162,1.8706934
337,2.9368421052631586,1.8168142
338,4.921052631578948,1.8166962
339,3.5500000000000007,1.8692427
340,2.9368421052631586,1.7960718
341,4.921052631578948,1.7959919
342,3.5500000000000007,1.8241956
343,5.268421052631579,1.9022965
344,4.921052631578948,3.1238575
345,3.5500000000000007,2.724008
346,5.268421052631579,2.5137775
347,5.23157894736842,2.59867
348,3.5500000000000007,3.5951338
349,5.268421052631579,3.7125812
350,5.23157894736842,3.8520308
351,5.28421052631579,4.637516
352,5.268421052631579,3.029727
353,5.23157894736842,3.1571875
354,5.28421052631579,3.2747984
355,5.0210526315789465,3.3968525
356,5.23157894736842,4.824308
357,5.28421052631579,5.145728
358,5.0210526315789465,5.26247
359,6.089473684210527,5.8375897
360,5.28421052631579,4.0744553
361,5.0210526315789465,4.519928
362,6.089473684210527,4.750955
363,9.157894736842103,5.166661
364,5.0210526315789465,4.536029
365,6.089473684210527,4.8966384
366,9.157894736842103,4.920394
367,13.068421052631578,4.957216
368,6.089473684210527,4.481715
369,9.157894736842103,4.9388485
370,13.068421052631578,4.938253
371,12.042105263157893,4.926772
372,9.157894736842103,5.22767
373,13.068421052631578,5.51482
374,12.042105263157893,5.2862334
375,9.068421052631578,5.165038
376,13.068421052631578,6.610514
377,12.042105263157893,5.60646
378,9.068421052631578,4.8845544
379,9.56315789473684,4.401459
380,12.042105263157893,8.352112
381,9.068421052631578,6.314271
382,9.56315789473684,5.2635474
383,11.721052631578946,4.6184015
384,9.068421052631578,9.21028
385,9.56315789473684,7.629322
386,11.721052631578946,6.641682
387,12.105263157894736,5.8765483
388,9.56315789473684,8.145026
389,11.721052631578946,7.5180063
390,12.105263157894736,7.1672516
391,10.647368421052628,6.696428
392,11.721052631578946,8.859258
393,12.105263157894736,8.49736
394,10.647368421052628,8.097409
395,10.1,7.6343975
396,12.105263157894736,10.226689
397,10.647368421052628,9.641757
398,10.1,8.862142
399,12.484210526315792,8.218025
400,10.647368421052628,10.518434
401,10.1,10.252468
402,12.484210526315792,9.706444
403,9.057894736842107,9.220107
404,10.1,9.283689
405,12.484210526315792,9.177418
406,9.057894736842107,9.000508
407,5.663157894736841,8.803413
408,12.484210526315792,8.841744
409,9.057894736842107,8.763961
410,5.663157894736841,8.727407
411,5.557894736842104,8.663185
412,9.057894736842107,10.578835
413,5.663157894736841,10.625081
414,5.557894736842104,10.464127
415,4.773684210526316,10.183081
416,5.663157894736841,7.627447
417,5.557894736842104,7.4624357
418,4.773684210526316,7.7141857
419,5.705263157894738,7.9212437
420,5.557894736842104,4.066116
421,4.773684210526316,3.5440998
422,5.705263157894738,3.5981183
423,5.963157894736843,3.667304
424,4.773684210526316,4.471105
425,5.705263157894738,4.172387
426,5.963157894736843,4.341598
427,6.3578947368421055,4.4046607
428,5.705263157894738,3.7705145
429,5.963157894736843,3.4430375
430,6.3578947368421055,3.5343451
431,7.263157894736841,3.488143
432,5.963157894736843,4.94027
433,6.3578947368421055,4.8550124
434,7.263157894736841,4.9889407
435,6.652631578947368,5.039346
436,6.3578947368421055,4.957083
437,7.263157894736841,4.912559
438,6.652631578947368,5.061502
439,8.88421052631579,5.1194086
440,7.263157894736841,5.3032503
441,6.652631578947368,5.292777
442,8.88421052631579,5.4337735
443,7.6684210526315795,5.4572077
444,6.652631578947368,5.8746924
445,8.88421052631579,5.898618
446,7.6684210526315795,5.9778924
447,11.392307692307696,5.9830008
448,8.88421052631579,5.4613857
449,7.6684210526315795,5.4036264
450,11.392307692307696,5.595178
451,9.789473684210527,5.6178737
452,7.6684210526315795,7.159794
453,11.392307692307696,7.192335
454,9.789473684210527,7.062276
455,9.157894736842103,6.8367743
456,11.392307692307696,6.2522616
457,9.789473684210527,6.2311378
458,9.157894736842103,6.313966
459,8.280000000000001,6.109067
460,9.789473684210527,9.857542
461,9.157894736842103,9.550191
462,8.280000000000001,8.800377
463,12.89090909090909,8.02869
464,9.157894736842103,8.331375
465,8.280000000000001,8.111174
466,12.89090909090909,7.853447
467,12.84444444444444,7.455901
468,8.280000000000001,7.8468494
469,12.89090909090909,7.9464607
470,12.84444444444444,7.913003
471,12.099999999999998,7.410825
472,12.89090909090909,7.5606775
473,12.84444444444444,7.5642843
474,12.099999999999998,7.58687
475,11.660000000000002,7.279173
476,12.84444444444444,11.717607
477,12.099999999999998,11.182006
478,11.660000000000002,10.276269
479,7.221052631578946,9.63134
480,12.099999999999998,11.0319805
481,11.660000000000002,10.641024
482,7.221052631578946,10.054425
483,4.810526315789473,9.638486
484,11.660000000000002,10.743988
485,7.221052631578946,10.626942
486,4.810526315789473,10.330496
487,4.0473684210526315,10.014637
488,7.221052631578946,10.548181
489,4.810526315789473,10.602733
490,4.0473684210526315,10.475695
491,4.990000000000001,10.177164
492,4.810526315789473,6.0194283
493,4.0473684210526315,5.6824927
494,4.990000000000001,5.7752886
495,3.01578947368421,5.953316
496,4.0473684210526315,3.5414276
497,4.990000000000001,2.9196231
498,3.01578947368421,2.7910647
499,2.8999999999999995,2.7772412
500,4.990000000000001,3.1082654
501,3.01578947368421,2.6328473
502,2.8999999999999995,2.4816062
503,3.2473684210526326,2.4003503
504,3.01578947368421,4.2611094
505,2.8999999999999995,3.9206443
506,3.2473684210526326,4.0047565
507,2.968421052631579,4.114325
508,2.8999999999999995,2.3127458
509,3.2473684210526326,2.1773448
510,2.968421052631579,2.2317533
511,3.5315789473684207,2.1864803
512,3.2473684210526326,2.7599392
513,2.968421052631579,2.6846466
514,3.5315789473684207,2.67652
515,2.8999999999999995,2.5992227
516,2.968421052631579,3.2017803
517,3.5315789473684207,3.1016731
518,2.8999999999999995,3.0325365
519,3.1842105263157894,2.9561546
520,3.5315789473684207,2.8229594
521,2.8999999999999995,2.7932441
522,3.1842105263157894,2.8066804
523,3.6526315789473687,2.7842681
524,2.8999999999999995,3.651517
525,3.1842105263157894,3.5876594
526,3.6526315789473687,3.5535655
527,3.48421052631579,3.5145392
528,3.1842105263157894,2.724625
529,3.6526315789473687,2.7728562
530,3.48421052631579,2.8658454
531,3.4789473684210517,2.9576974
532,3.6526315789473687,3.30095
533,3.48421052631579,3.3695626
534,3.4789473684210517,3.409607
535,2.3473684210526304,3.4223099
536,3.48421052631579,3.8101969
537,3.4789473684210517,3.6525645
538,2.3473684210526304,3.5474453
539,3.0157894736842117,3.5452867
540,3.4789473684210517,3.4465823
541,2.3473684210526304,3.3768835
542,3.0157894736842117,3.3580961
543,2.542105263157894,3.3689556
544,2.3473684210526304,3.5454688
545,3.0157894736842117,3.5186915
546,2.542105263157894,3.5035467
547,2.531578947368421,3.531516
548,3.0157894736842117,2.1544325
549,2.542105263157894,2.3681352
550,2.531578947368421,2.5703037
551,2.968421052631578,2.797351
552,2.542105263157894,3.5133362
553,2.531578947368421,3.4612274
554,2.968421052631578,3.4321842
555,2.7700000000000005,3.3835855
556,2.531578947368421,2.3858516
557,2.968421052631578,2.63141
558,2.7700000000000005,2.7453558
559,2.8444444444444446,2.877865
560,2.968421052631578,2.6198103
561,2.7700000000000005,2.7538013
562,2.8444444444444446,2.809792
563,3.094736842105263,2.844451
564,2.7700000000000005,3.280058
565,2.8444444444444446,3.0941205
566,3.094736842105263,2.941698
567,2.415789473684211,2.879049
568,2.8444444444444446,2.7098708
569,3.094736842105263,2.7260046
570,2.415789473684211,2.7273386
571,2.2789473684210533,2.7552235
572,3.094736842105263,2.9936316
573,2.415789473684211,2.8708053
574,2.2789473684210533,2.7670038
575,2.154999999999999,2.7406042
576,2.415789473684211,3.154614
577,2.2789473684210533,3.034945
578,2.154999999999999,2.9288104
579,2.2263157894736842,2.904908
580,2.2789473684210533,2.2400227
581,2.154999999999999,2.511872
582,2.2263157894736842,2.639084
583,2.0631578947368427,2.8560498
584,2.154999999999999,2.2416182
585,2.2263157894736842,2.4924016
586,2.0631578947368427,2.5780416
587,2.036842105263158,2.7273479
588,2.2263157894736842,2.0711958
589,2.0631578947368427,2.3087964
590,2.036842105263158,2.3778555
591,2.189473684210526,2.4903295
592,2.0631578947368427,2.3608844
593,2.036842105263158,2.4720244
594,2.189473684210526,2.4773383
595,2.031578947368421,2.472213
596,2.036842105263158,1.9662337
597,2.189473684210526,2.1737175
598,2.031578947368421,2.2340631
599,2.0578947368421048,2.3207877
600,2.189473684210526,2.0241687
601,2.031578947368421,2.2203455
602,2.0578947368421048,2.2654798
603,1.857894736842106,2.3226159
604,2.031578947368421,2.3409276
605,2.0578947368421048,2.4427
606,1.857894736842106,2.431123
607,1.905263157894737,2.4273107
608,2.0578947368421048,2.045344
609,1.857894736842106,2.1876016
610,1.905263157894737,2.2274563
611,1.9684210526315793,2.276288
612,1.857894736842106,2.1665268
613,1.905263157894737,2.229461
614,1.9684210526315793,2.231988
615,1.9666666666666663,2.2502325
616,1.905263157894737,1.8265431
617,1.9684210526315793,1.9216306
618,1.9666666666666663,1.9596481
619,1.9263157894736844,2.0298202
620,1.9684210526315793,2.005329
621,1.9666666666666663,2.0069606
622,1.9263157894736844,1.989821
623,2.9368421052631577,2.0090535
624,1.9666666666666663,2.0234869
625,1.9263157894736844,2.0158458
626,2.9368421052631577,1.9971099
627,2.952631578947368,2.0245843
628,1.9263157894736844,1.9948347
629,2.9368421052631577,1.9897425
630,2.952631578947368,1.9731174
631,2.2210526315789467,2.0094755
632,2.9368421052631577,1.9318302
633,2.952631578947368,1.9373806
634,2.2210526315789467,1.926372
635,2.1263157894736837,1.9738576
636,2.952631578947368,3.4914284
637,2.2210526315789467,3.2790813
638,2.1263157894736837,3.2145696
639,3.4263157894736835,3.1843414
640,2.2210526315789467,3.0355282
641,2.1263157894736837,2.9760878
642,3.4263157894736835,3.0253215
643,2.4684210526315793,2.973429
644,2.1263157894736837,2.163175
645,3.4263157894736835,2.1424465
646,2.4684210526315793,2.1808875
647,5.578947368421052,2.2118907
648,3.4263157894736835,2.11387
649,2.4684210526315793,2.1093218
650,5.578947368421052,2.1233554
651,10.431578947368415,2.166815
652,2.4684210526315793,3.737905
653,5.578947368421052,3.3867188
654,10.431578947368415,3.2573214
655,6.5315789473684225,3.1042166
656,5.578947368421052,2.4858127
657,10.431578947368415,2.3692985
658,6.5315789473684225,2.3473232
659,2.868421052631579,2.3332365
660,10.431578947368415,5.573713
661,6.5315789473684225,4.303296
662,2.868421052631579,3.855083
663,1.938888888888889,3.7612948
664,6.5315789473684225,8.172423
665,2.868421052631579,5.7225165
666,1.938888888888889,4.7288632
667,1.9299999999999997,4.6272216
668,2.868421052631579,4.6609893
669,1.938888888888889,4.037456
670,1.9299999999999997,3.8789868
671,1.857894736842105,3.8972101
672,1.938888888888889,2.605856
673,1.9299999999999997,2.3043554
674,1.857894736842105,2.0685632
675,1.8842105263157896,2.0284867
676,1.9299999999999997,1.8984158
677,1.857894736842105,1.9692111
678,1.8842105263157896,2.0042353
679,1.857894736842106,2.0092583
680,1.857894736842105,2.2116401
681,1.8842105263157896,2.227958
682,1.857894736842106,2.1549923
683,2.021052631578947,2.0710375
684,1.8842105263157896,2.0482295
685,1.857894736842106,2.0367763
686,2.021052631578947,1.9745631
687,2.2578947368421054,1.9103475
688,1.857894736842106,2.070647
689,2.021052631578947,2.0261843
690,2.2578947368421054,1.9514465
691,2.494736842105264,1.9004097
692,2.021052631578947,1.9013181
693,2.2578947368421054,1.9669607
694,2.494736842105264,1.9591179
695,3.438888888888888,1.962995
696,2.2578947368421054,2.1368446
697,2.494736842105264,2.1314764
698,3.438888888888888,2.0844662
699,2.98421052631579,2.056152
700,2.494736842105264,2.3991375
701,3.438888888888888,2.1954484
702,2.98421052631579,2.067837
703,2.2842105263157895,1.9819379
704,3.438888888888888,2.4522374
705,2.98421052631579,2.1715884
706,2.2842105263157895,2.0383968
707,1.9578947368421051,1.9322848
708,2.98421052631579,2.9415796
709,2.2842105263157895,2.4150534
710,1.9578947368421051,2.159178
711,2.3631578947368426,2.2080905
712,2.2842105263157895,2.4668925
713,1.9578947368421051,2.319087
714,2.3631578947368426,2.2690809
715,2.2473684210526317,2.2975202
716,1.9578947368421051,2.283628
717,2.3631578947368426,2.4711921
718,2.2473684210526317,2.5462995
719,2.0631578947368427,2.639144
720,2.3631578947368426,1.9152787
721,2.2473684210526317,2.098805
722,2.0631578947368427,2.1761777
723,2.3578947368421046,2.2851207
724,2.2473684210526317,2.9837394
725,2.0631578947368427,3.0620904
726,2.3578947368421046,2.9792576
727,2.273684210526316,2.8831728
728,2.0631578947368427,2.2759607
729,2.3578947368421046,2.463405
730,2.273684210526316,2.4765909
731,2.547368421052632,2.5151799
732,2.3578947368421046,2.1778643
733,2.273684210526316,2.3050992
734,2.547368421052632,2.3183274
735,3.152631578947368,2.330792
736,2.273684210526316,2.7453537
737,2.547368421052632,2.65096
738,3.152631578947368,2.551897
739,3.6052631578947363,2.4473596
740,2.547368421052632,2.3883536
741,3.152631578947368,2.3390012
742,3.6052631578947363,2.306107
743,2.4263157894736844,2.2737153
744,3.152631578947368,2.6964474
745,3.6052631578947363,2.4557052
746,2.4263157894736844,2.3484387
747,2.142105263157894,2.2357461
748,3.6052631578947363,2.9436707
749,2.4263157894736844,2.4955916
750,2.142105263157894,2.275424
751,2.1421052631578954,2.22787
752,2.4263157894736844,3.2347102
753,2.142105263157894,2.9582882
754,2.1421052631578954,2.8769374
755,1.9999999999999996,2.8879602
756,2.142105263157894,2.240939
757,2.1421052631578954,2.328479
758,1.9999999999999996,2.3789268
759,2.1157894736842104,2.4758117
760,2.1421052631578954,2.0420988
761,1.9999999999999996,2.1870756
762,2.1157894736842104,2.245948
763,2.021052631578947,2.3228297
764,1.9999999999999996,2.173499
765,2.1157894736842104,2.3265805
766,2.021052631578947,2.340404
767,2.021052631578948,2.3601334
768,2.1157894736842104,2.030753
769,2.021052631578947,2.1472683
770,2.021052631578948,2.1646874
771,2.0842105263157893,2.170585
772,2.021052631578947,2.286124
773,2.021052631578948,2.351748
774,2.0842105263157893,2.3259966
775,2.163157894736842,2.2980497
776,2.021052631578948,1.9637654
777,2.0842105263157893,2.1214402
778,2.163157894736842,2.1549942
779,2.1333333333333337,2.1789126
780,2.0842105263157893,2.1556406
781,2.163157894736842,2.224659
782,2.1333333333333337,2.2206964
783,2.9157894736842103,2.196518
784,2.163157894736842,2.1941268
785,2.1333333333333337,2.2534027
786,2.9157894736842103,2.2527463
787,2.5526315789473686,2.2369776
788,2.1333333333333337,2.2642534
789,2.9157894736842103,2.2994847
790,2.5526315789473686,2.2931743
791,2.5736842105263156,2.2763026
792,2.9157894736842103,2.2098558
793,2.5526315789473686,2.2035596
794,2.5736842105263156,2.1877735
795,4.884210526315791,2.165645
796,2.5526315789473686,3.1387362
797,2.5736842105263156,2.9968538
798,4.884210526315791,2.9413826
799,2.952631578947369,2.81002
800,2.5736842105263156,2.5510066
801,4.884210526315791,2.5765982
802,2.952631578947369,2.6154258
803,3.310526315789474,2.6370268
804,4.884210526315791,2.7180095
805,2.952631578947369,2.790107
806,3.310526315789474,2.8666143
807,12.318750000000003,2.8656614
808,2.952631578947369,5.108715
809,3.310526315789474,4.4147243
810,12.318750000000003,4.196143
811,4.268421052631578,4.1051736
812,3.310526315789474,2.989319
813,12.318750000000003,2.9747431
814,4.268421052631578,3.0144053
815,2.1947368421052635,2.98099
816,12.318750000000003,3.5187507
817,4.268421052631578,3.347599
818,2.1947368421052635,3.232668
819,2.294736842105263,3.1218915
820,4.268421052631578,10.519453
821,2.1947368421052635,6.8077545
822,2.294736842105263,5.221068
823,2.2631578947368425,5.2178197
824,2.1947368421052635,3.4200711
825,2.294736842105263,3.0663548
826,2.2631578947368425,2.913746
827,2.605263157894737,2.7793179
828,2.294736842105263,2.485863
829,2.2631578947368425,2.3137715
830,2.605263157894737,2.2579346
831,2.2105263157894735,2.174436
832,2.2631578947368425,2.9680893
833,2.605263157894737,2.660652
834,2.2105263157894735,2.430944
835,2.005263157894737,2.2763371
836,2.605263157894737,2.5573857
837,2.2105263157894735,2.3815923
838,2.005263157894737,2.2508795
839,2.2526315789473683,2.1662855
840,2.2105263157894735,2.621549
841,2.005263157894737,2.0055604
842,2.2526315789473683,1.641474
843,2.1277777777777778,1.5505624
844,2.005263157894737,2.0712903
845,2.2526315789473683,1.8940022
846,2.1277777777777778,1.7923872
847,5.389473684210526,1.7721846
848,2.2526315789473683,1.9153821
849,2.1277777777777778,1.9127383
850,5.389473684210526,1.8949251
851,7.344999999999999,1.9190774
852,2.1277777777777778,2.4915106
853,5.389473684210526,2.330518
854,7.344999999999999,2.1821258
855,7.46315789473684,2.1102314
856,5.389473684210526,2.1440394
857,7.344999999999999,2.090449
858,7.46315789473684,2.038004
859,7.344444444444445,2.0254664
860,7.344999999999999,5.4442115
861,7.46315789473684,3.655119
862,7.344444444444445,2.9361613
863,9.984210526315792,2.7509718
864,7.46315789473684,6.13419
865,7.344444444444445,4.5627427
866,9.984210526315792,3.9971952
867,3.4526315789473685,3.9161682
868,7.344444444444445,6.4001546
869,9.984210526315792,5.2571487
870,3.4526315789473685,4.7580357
871,3.2105263157894743,4.4443936
872,9.984210526315792,6.690651
873,3.4526315789473685,5.7493753
874,3.2105263157894743,5.1948647
875,3.136842105263158,4.7275696
876,3.4526315789473685,9.090521
877,3.2105263157894743,7.456135
878,3.136842105263158,6.417962
879,2.789473684210526,5.788277
