,PM2.5,TabNet_diff
127,4.178947368421053,9.289999
128,5.552631578947367,6.08211
129,4.336842105263157,5.9516706
130,4.178947368421053,5.8203645
131,7.926315789473685,5.7830462
132,4.336842105263157,5.4531937
133,4.178947368421053,5.3594623
134,7.926315789473685,5.2647295
135,8.355,5.2377353
136,4.178947368421053,4.3120112
137,7.926315789473685,4.29158
138,8.355,4.284988
139,7.631578947368421,4.303665
140,7.926315789473685,4.158189
141,8.355,4.141993
142,7.631578947368421,4.141362
143,7.6157894736842096,4.1641426
144,8.355,7.63367
145,7.631578947368421,7.2067947
146,7.6157894736842096,6.872459
147,9.217647058823529,6.623657
148,7.631578947368421,8.061099
149,7.6157894736842096,7.615612
150,9.217647058823529,7.265917
151,4.990000000000001,7.0334225
152,7.6157894736842096,7.3482485
153,9.217647058823529,7.085862
154,4.990000000000001,6.8252816
155,3.9105263157894745,6.751873
156,9.217647058823529,7.551833
157,4.990000000000001,7.491082
158,3.9105263157894745,7.4292154
159,6.415789473684211,7.411496
160,4.990000000000001,9.217646
161,3.9105263157894745,9.217646
162,6.415789473684211,9.217646
163,4.378947368421053,9.217646
164,3.9105263157894745,4.9322867
165,6.415789473684211,4.878999
166,4.378947368421053,4.8310585
167,9.036842105263158,4.8262663
168,6.415789473684211,3.8977108
169,4.378947368421053,3.8896418
170,9.036842105263158,3.899898
171,10.174999999999999,3.929585
172,4.378947368421053,6.23822
173,9.036842105263158,6.0723014
174,10.174999999999999,5.9060555
175,7.089473684210525,5.858952
176,9.036842105263158,4.3451066
177,10.174999999999999,4.316035
178,7.089473684210525,4.3001456
179,5.126315789473685,4.3153987
180,10.174999999999999,8.512155
181,7.089473684210525,8.030653
182,5.126315789473685,7.597602
183,3.852631578947369,7.2668266
184,7.089473684210525,9.323313
185,5.126315789473685,8.740457
186,3.852631578947369,8.151336
187,4.575000000000001,7.756773
188,5.126315789473685,6.7843385
189,3.852631578947369,6.5031586
190,4.575000000000001,6.2252812
191,6.86842105263158,6.1472526
192,3.852631578947369,5.0575047
193,4.575000000000001,4.9933596
194,6.86842105263158,4.932536
195,7.884210526315789,4.9212675
196,4.575000000000001,3.845449
197,6.86842105263158,3.8428712
198,7.884210526315789,3.8593173
199,6.778947368421054,3.8916292
200,6.86842105263158,4.516431
201,7.884210526315789,4.4635596
202,6.778947368421054,4.4212847
203,2.3789473684210525,4.4256034
204,7.884210526315789,6.754372
205,6.778947368421054,6.646796
206,2.3789473684210525,6.5379977
207,2.4200000000000004,6.506983
208,6.778947368421054,7.526965
209,2.3789473684210525,7.0439186
210,2.4200000000000004,6.6565857
211,2.3263157894736843,6.400107
212,2.3789473684210525,6.20918
213,2.4200000000000004,5.643062
214,2.3263157894736843,5.1699677
215,2.2789473684210524,4.902051
216,2.4200000000000004,2.3789465
217,2.3263157894736843,2.3852155
218,2.2789473684210524,2.4197323
219,2.810526315789474,2.4705684
220,2.3263157894736843,2.430917
221,2.2789473684210524,2.4476728
222,2.810526315789474,2.493138
223,2.675,2.5473702
224,2.2789473684210524,2.352249
225,2.810526315789474,2.3836567
226,2.675,2.445082
227,2.331578947368421,2.505109
228,2.810526315789474,2.313001
229,2.675,2.352385
230,2.331578947368421,2.4225461
231,6.436842105263157,2.485738
232,2.675,2.8327832
233,2.331578947368421,2.8601387
234,6.436842105263157,2.9151132
235,6.578947368421051,2.9699085
236,2.331578947368421,2.6845343
237,6.436842105263157,2.699723
238,6.578947368421051,2.742472
239,1.8399999999999999,2.7942595
240,6.436842105263157,2.338122
241,6.578947368421051,2.3507233
242,1.8399999999999999,2.3920946
243,2.1947368421052635,2.4454343
244,6.578947368421051,6.4251513
245,1.8399999999999999,6.2723427
246,2.1947368421052635,6.188657
247,2.3157894736842106,6.060157
248,1.8399999999999999,6.466802
249,2.1947368421052635,6.361053
250,2.3157894736842106,6.2541337
251,3.673684210526316,6.2236595
252,2.1947368421052635,1.8259904
253,2.3157894736842106,1.8191373
254,3.673684210526316,1.8410778
255,5.626315789473683,1.8896148
256,2.3157894736842106,2.2278118
257,3.673684210526316,2.2663038
258,5.626315789473682,2.3357894
259,9.610526315789473,2.3991737
260,3.673684210526316,2.3439038
261,5.626315789473682,2.3774486
262,9.610526315789473,2.4412014
263,5.43157894736842,2.5020602
264,5.626315789473682,3.7103496
265,9.610526315789473,3.6573758
266,5.43157894736842,3.6712208
267,7.515000000000001,3.6296287
268,9.610526315789473,5.2285495
269,5.43157894736842,4.909241
270,7.515000000000001,4.6068397
271,8.547368421052633,4.3829823
272,5.43157894736842,7.8889103
273,7.515000000000001,7.1543427
274,8.547368421052633,6.2581983
275,3.4263157894736835,5.8328967
276,7.515000000000001,5.0380163
277,8.547368421052633,4.618745
278,3.4263157894736835,4.261516
279,2.1421052631578954,4.0432577
280,8.547368421052633,6.738273
281,3.4263157894736835,6.265645
282,2.1421052631578954,5.7640224
283,1.98,5.4536495
284,3.4263157894736835,7.2408075
285,2.1421052631578954,6.624115
286,1.98,5.898757
287,2.6473684210526316,5.5262475
288,2.1421052631578954,3.4855347
289,1.98,3.548118
290,2.6473684210526316,3.6366587
291,1.6263157894736842,3.6965022
292,1.98,2.1767406
293,2.6473684210526316,2.2168014
294,1.6263157894736842,2.2881472
295,1.8894736842105266,2.3524015
296,2.6473684210526316,2.0183916
297,1.6263157894736842,2.0622556
298,1.8894736842105266,2.1381776
299,2.9210526315789473,2.204656
300,1.6263157894736842,2.6656191
301,1.8894736842105266,2.6892288
302,2.9210526315789473,2.7410436
303,1.931578947368421,2.7959483
304,1.8894736842105266,1.6315691
305,2.9210526315789473,1.6432183
306,1.931578947368421,1.6849625
307,1.7842105263157895,1.7405813
308,2.9210526315789473,1.9163656
309,1.931578947368421,1.9489853
310,1.7842105263157895,2.012939
311,1.6800000000000002,2.0756419
312,1.931578947368421,2.9225516
313,1.7842105263157895,2.9297364
314,1.6800000000000002,2.9628348
315,1.7684210526315791,3.0097208
316,1.7842105263157895,1.9385395
317,1.6800000000000002,1.951766
318,1.7684210526315791,1.9948363
319,2.0894736842105264,2.0503106
320,1.6800000000000002,1.8255272
321,1.7684210526315791,1.8723896
322,2.0894736842105264,1.9520156
323,1.8842105263157896,2.0204055
324,1.7684210526315791,1.7249026
325,2.0894736842105264,1.7753701
326,1.8842105263157896,1.8591256
327,1.7736842105263162,1.9292104
328,2.0894736842105264,1.8102376
329,1.8842105263157896,1.8576028
330,1.7736842105263162,1.9378078
331,2.9368421052631577,2.0064409
332,1.8842105263157896,2.1279333
333,1.7736842105263162,2.1717906
334,2.9368421052631577,2.2474017
335,4.921052631578948,2.3133311
336,1.7736842105263162,1.9163523
337,2.9368421052631577,1.9541218
338,4.921052631578948,2.0236568
339,3.5500000000000007,2.0882833
340,2.9368421052631577,1.8143771
341,4.921052631578948,1.8606274
342,3.5500000000000007,1.9396048
343,5.268421052631579,2.0078
344,4.921052631578948,2.9712152
345,3.5500000000000007,3.0102105
346,5.268421052631579,3.0768723
347,5.231578947368422,3.1344504
348,3.5500000000000007,4.4330163
349,5.268421052631579,4.128213
350,5.231578947368422,3.8138404
351,5.28421052631579,3.6125326
352,5.268421052631579,3.5145063
353,5.231578947368422,3.4124136
354,5.28421052631579,3.3730454
355,5.0210526315789465,3.2967343
356,5.231578947368422,5.1352024
357,5.28421052631579,4.9181676
358,5.0210526315789465,4.7598853
359,6.089473684210527,4.5923114
360,5.28421052631579,4.7827516
361,5.0210526315789465,4.468573
362,6.089473684210527,4.156302
363,9.157894736842103,3.9426289
364,5.0210526315789465,4.7506385
365,6.089473684210527,4.4137707
366,9.157894736842103,4.0631533
367,13.068421052631578,3.8397617
368,6.089473684210527,4.525549
369,9.157894736842103,4.2131906
370,13.068421052631578,3.8910866
371,12.042105263157893,3.6842046
372,9.157894736842103,5.2903204
373,13.068421052631578,4.8653426
374,12.042105263157893,4.3884997
375,9.068421052631578,4.120577
376,13.068421052631578,7.4766226
377,12.042105263157893,6.767505
378,9.068421052631578,5.899043
379,9.56315789473684,5.4906335
380,12.042105263157893,9.69172
381,9.068421052631578,8.534174
382,9.56315789473684,7.0403204
383,11.721052631578946,6.4452376
384,9.068421052631578,8.995702
385,9.56315789473684,7.9358854
386,11.721052631578946,6.5712996
387,12.105263157894736,6.0212893
388,9.56315789473684,7.9363117
389,11.721052631578946,7.3333263
390,12.105263157894736,6.6571846
391,10.647368421052633,6.2768416
392,11.721052631578946,9.145622
393,12.105263157894736,8.699463
394,10.647368421052633,8.320572
395,10.1,7.992054
396,12.105263157894736,10.047095
397,10.647368421052633,9.238
398,10.1,8.294984
399,12.484210526315787,7.80179
400,10.647368421052633,11.191672
401,10.1,10.528327
402,12.484210526315787,9.874009
403,9.057894736842107,9.418744
404,10.1,10.0371
405,12.484210526315787,9.469589
406,9.057894736842107,8.961605
407,5.663157894736841,8.577374
408,12.484210526315787,9.274324
409,9.057894736842107,8.471645
410,5.663157894736841,7.77151
411,5.557894736842106,7.3741255
412,9.057894736842107,11.174296
413,5.663157894736841,10.30021
414,5.557894736842106,9.417684
415,4.773684210526314,8.91284
416,5.663157894736841,8.808867
417,5.557894736842106,8.387869
418,4.773684210526316,8.069537
419,5.705263157894736,7.8196115
420,5.557894736842106,5.5814834
421,4.773684210526316,5.504274
422,5.705263157894736,5.4260144
423,5.963157894736841,5.4036727
424,4.773684210526316,5.474184
425,5.705263157894736,5.3950906
426,5.963157894736841,5.3149614
427,6.3578947368421055,5.292093
428,5.705263157894736,4.700896
429,5.963157894736841,4.6341553
430,6.3578947368421055,4.575495
431,7.263157894736841,4.571628
432,5.963157894736841,5.604604
433,6.3578947368421055,5.5097065
434,7.263157894736841,5.413779
435,6.652631578947368,5.386441
436,6.3578947368421055,5.871756
437,7.263157894736841,5.785424
438,6.652631578947368,5.697994
439,8.88421052631579,5.6730485
440,7.263157894736841,6.267786
441,6.652631578947368,6.182603
442,8.88421052631579,6.0962605
443,7.6684210526315795,6.0716105
444,6.652631578947368,7.1566906
445,8.88421052631579,7.0561056
446,7.6684210526315795,6.954216
447,11.392307692307691,6.92514
448,8.88421052631579,6.5631137
449,7.6684210526315795,6.4784427
450,11.392307692307691,6.3925734
451,9.789473684210527,6.3680506
452,7.6684210526315795,8.631245
453,11.392307692307691,8.395267
454,9.789473684210527,8.159214
455,9.157894736842103,8.092401
456,11.392307692307691,7.4894094
457,9.789473684210527,7.3215923
458,9.157894736842103,7.152894
459,8.280000000000001,7.104992
460,9.789473684210527,11.401894
461,9.157894736842103,11.25967
462,8.280000000000001,11.189263
463,12.89090909090909,11.06624
464,9.157894736842103,9.530486
465,8.280000000000001,9.138347
466,12.89090909090909,8.841486
467,12.844444444444445,8.540091
468,8.280000000000001,8.976922
469,12.89090909090909,8.63839
470,12.844444444444445,8.39686
471,12.099999999999998,8.131526
472,12.89090909090909,8.006447
473,12.844444444444445,7.6202555
474,12.099999999999998,7.3189096
475,11.660000000000002,7.0520315
476,12.844444444444445,11.948384
477,12.099999999999998,11.251563
478,11.660000000000002,10.569284
479,7.221052631578946,10.089125
480,12.099999999999998,12.018646
481,11.660000000000002,11.352884
482,7.221052631578946,10.723452
483,4.810526315789473,10.256306
484,11.660000000000002,11.586772
485,7.221052631578946,11.034972
486,4.810526315789473,10.567403
487,4.0473684210526315,10.160736
488,7.221052631578946,11.26028
489,4.810526315789473,10.679455
490,4.0473684210526315,10.225916
491,4.990000000000001,9.868084
492,4.810526315789473,6.884689
493,4.0473684210526315,6.5757427
494,4.990000000000001,6.271405
495,3.01578947368421,6.186128
496,4.0473684210526315,4.750154
497,4.990000000000001,4.6949244
498,3.01578947368421,4.6474075
499,2.8999999999999995,4.646131
500,4.990000000000001,4.0145144
501,3.01578947368421,3.9871335
502,2.8999999999999995,3.9762726
503,3.2473684210526317,3.997755
504,3.01578947368421,4.932084
505,2.8999999999999995,4.878605
506,3.2473684210526317,4.830472
507,2.968421052631579,4.8256245
508,2.8999999999999995,2.982836
509,3.2473684210526317,2.9570992
510,2.968421052631579,2.9554334
511,3.5315789473684207,2.990489
512,3.2473684210526317,2.8697734
513,2.968421052631579,2.8467534
514,3.5315789473684207,2.8484986
515,2.8999999999999995,2.8855057
516,2.968421052631579,3.2135
517,3.5315789473684207,3.186583
518,2.8999999999999995,3.1823535
519,3.1842105263157894,3.214674
520,3.5315789473684207,2.942799
521,2.8999999999999995,2.9240556
522,3.1842105263157894,2.9298713
523,3.6526315789473687,2.9676678
524,2.8999999999999995,3.5243487
525,3.1842105263157894,3.5223022
526,3.6526315789473687,3.541872
527,3.48421052631579,3.5788527
528,3.1842105263157894,2.9195516
529,3.6526315789473687,2.9441776
530,3.48421052631579,2.9957795
531,3.4789473684210517,3.04879
532,3.6526315789473687,3.1975808
533,3.48421052631579,3.2158546
534,3.4789473684210517,3.2590675
535,2.347368421052632,3.30695
536,3.48421052631579,3.6523423
537,3.4789473684210517,3.6567335
538,2.347368421052632,3.6820736
539,3.01578947368421,3.7195134
540,3.4789473684210517,3.471581
541,2.347368421052632,3.4644585
542,3.01578947368421,3.4791012
543,2.542105263157894,3.5150447
544,2.347368421052632,3.4634151
545,3.01578947368421,3.4535322
546,2.542105263157894,3.465352
547,2.531578947368421,3.5004697
548,3.01578947368421,2.3814871
549,2.542105263157894,2.4208777
550,2.531578947368421,2.490793
551,2.968421052631579,2.553536
552,2.542105263157894,3.0261536
553,2.531578947368421,3.0417542
554,2.968421052631579,3.0831747
555,2.7699999999999996,3.1319656
556,2.531578947368421,2.5720851
557,2.968421052631579,2.6072466
558,2.7699999999999996,2.6718276
559,2.8444444444444446,2.7316396
560,2.968421052631579,2.5595133
561,2.7699999999999996,2.5926895
562,2.8444444444444446,2.6551933
563,3.094736842105263,2.7143874
564,2.7699999999999996,2.9836817
565,2.8444444444444446,3.0040693
566,3.094736842105263,3.0508084
567,2.4157894736842103,3.1016998
568,2.8444444444444446,2.7944994
569,3.094736842105263,2.82408
570,2.4157894736842103,2.8816266
571,2.2789473684210524,2.9375618
572,3.094736842105263,2.8662841
573,2.4157894736842103,2.8931952
574,2.2789473684210524,2.9475186
575,2.1550000000000007,3.0018444
576,2.4157894736842103,3.1080632
577,2.2789473684210524,3.126419
578,2.1550000000000007,3.1702743
579,2.2263157894736842,3.2191672
580,2.2789473684210524,2.4411414
581,2.1550000000000007,2.4719064
582,2.2263157894736842,2.53231
583,2.0631578947368427,2.5915058
584,2.1550000000000007,2.3142421
585,2.2263157894736842,2.3548439
586,2.0631578947368427,2.426316
587,2.036842105263158,2.4899464
588,2.2263157894736842,2.1912696
589,2.0631578947368427,2.2329261
590,2.036842105263158,2.3059545
591,2.189473684210526,2.3707182
592,2.0631578947368427,2.260508
593,2.036842105263158,2.3000715
594,2.189473684210526,2.370607
595,2.031578947368421,2.4341912
596,2.036842105263158,2.1027079
597,2.189473684210526,2.1476574
598,2.031578947368421,2.2245293
599,2.057894736842105,2.2909987
600,2.189473684210526,2.076746
601,2.031578947368421,2.1220627
602,2.057894736842105,2.1994088
603,1.857894736842105,2.2661479
604,2.031578947368421,2.2263463
605,2.057894736842105,2.268569
606,1.857894736842105,2.342098
607,1.905263157894737,2.4068677
608,2.057894736842105,2.0715184
609,1.857894736842105,2.116874
610,1.905263157894737,2.1942763
611,1.9684210526315784,2.2610562
612,1.857894736842105,2.0958464
613,1.905263157894737,2.1392264
614,1.9684210526315784,2.2144117
615,1.9666666666666663,2.280331
616,1.905263157894737,1.8998165
617,1.9684210526315784,1.947238
618,1.9666666666666663,2.0273232
619,1.9263157894736844,2.095651
620,1.9684210526315784,1.9451303
621,1.9666666666666663,1.9904945
622,1.9263157894736844,2.0682304
623,2.9368421052631577,2.1355963
624,1.9666666666666663,2.007232
625,1.9263157894736844,2.0515153
626,2.9368421052631577,2.1279228
627,2.952631578947369,2.19461
628,1.9263157894736844,2.003767
629,2.9368421052631577,2.0463674
630,2.952631578947369,2.120952
631,2.221052631578947,2.1870239
632,2.9368421052631577,1.9643261
633,2.952631578947369,2.0078468
634,2.221052631578947,2.083529
635,2.126315789473684,2.1501193
636,2.952631578947369,2.9997928
637,2.221052631578947,3.0227156
638,2.126315789473684,3.0946574
639,3.4263157894736835,3.1227279
640,2.221052631578947,3.0242133
641,2.126315789473684,3.026538
642,3.4263157894736835,3.0912066
643,2.468421052631579,3.096599
644,2.126315789473684,2.2742903
645,3.4263157894736835,2.332638
646,2.468421052631579,2.4235523
647,5.578947368421052,2.4940212
648,3.4263157894736835,2.1537561
649,2.468421052631579,2.1867816
650,5.578947368421052,2.2505918
651,10.43157894736842,2.312376
652,2.468421052631579,3.438221
653,5.578947368421052,3.3688893
654,10.43157894736842,3.3664813
655,6.5315789473684225,3.3137774
656,5.578947368421052,2.5310717
657,10.43157894736842,2.5984967
658,6.5315789473684225,2.698248
659,2.868421052631579,2.770204
660,10.43157894736842,4.9879174
661,6.5315789473684225,4.6247134
662,2.868421052631579,4.2408104
663,1.938888888888889,4.001644
664,6.5315789473684225,8.13474
665,2.868421052631579,7.2668705
666,1.93888888888889,6.168783
667,1.9300000000000006,5.695869
668,2.868421052631579,5.697628
669,1.938888888888889,5.2491493
670,1.9300000000000006,4.748228
671,1.857894736842105,4.4644494
672,1.938888888888889,2.9364486
673,1.9300000000000006,2.9351573
674,1.857894736842105,2.9968443
675,1.8842105263157896,3.0001707
676,1.9300000000000006,1.9784434
677,1.857894736842105,2.0234787
678,1.8842105263157896,2.1007767
679,1.857894736842105,2.167876
680,1.857894736842105,1.9689128
681,1.8842105263157896,2.013321
682,1.857894736842105,2.0899587
683,2.021052631578947,2.1568632
684,1.8842105263157896,1.8986528
685,1.857894736842105,1.9449236
686,2.021052631578947,2.023754
687,2.2578947368421054,2.0916507
688,1.857894736842105,1.9263935
689,2.021052631578947,1.9740579
690,2.2578947368421054,2.0543482
691,2.494736842105263,2.1226609
692,2.021052631578947,1.8838861
693,2.2578947368421054,1.9156384
694,2.494736842105263,1.9787161
695,3.438888888888888,2.041212
696,2.2578947368421054,2.017713
697,2.494736842105263,2.020992
698,3.438888888888888,2.0533307
699,2.98421052631579,2.1049166
700,2.494736842105263,2.2743356
701,3.438888888888888,2.2965612
702,2.98421052631579,2.348405
703,2.2842105263157895,2.4055824
704,3.438888888888888,2.5235746
705,2.98421052631579,2.557668
706,2.2842105263157895,2.62131
707,1.9578947368421051,2.6811097
708,2.98421052631579,3.3787675
709,2.2842105263157895,3.326901
710,1.9578947368421051,3.2959018
711,2.363157894736842,3.3181195
712,2.2842105263157895,2.9627242
713,1.9578947368421051,2.9478836
714,2.363157894736842,2.9576604
715,2.2473684210526317,2.9965973
716,1.9578947368421051,2.3042276
717,2.363157894736842,2.3299074
718,2.2473684210526317,2.3853512
719,2.0631578947368427,2.4436016
720,2.363157894736842,1.9925873
721,2.2473684210526317,2.032824
722,2.0631578947368427,2.1048667
723,2.3578947368421046,2.1701038
724,2.2473684210526317,2.38137
725,2.0631578947368427,2.4018354
726,2.3578947368421046,2.453184
727,2.273684210526316,2.5072458
728,2.0631578947368427,2.26645
729,2.3578947368421046,2.2912478
730,2.273684210526316,2.3458695
731,2.5473684210526315,2.4040244
732,2.3578947368421046,2.0995765
733,2.273684210526316,2.1414435
734,2.5473684210526315,2.2149763
735,3.152631578947368,2.2803128
736,2.273684210526316,2.3822398
737,2.5473684210526315,2.3948128
738,3.152631578947368,2.4448464
739,3.6052631578947363,2.4886785
740,2.5473684210526315,2.291034
741,3.152631578947368,2.3141313
742,3.6052631578947363,2.3668528
743,2.4263157894736844,2.424247
744,3.152631578947368,2.57734
745,3.6052631578947363,2.6124883
746,2.4263157894736844,2.677031
747,2.1421052631578954,2.736797
748,3.6052631578947363,3.2169538
749,2.4263157894736844,3.2555556
750,2.1421052631578954,3.335433
751,2.1421052631578954,3.3744097
752,2.4263157894736844,3.6516762
753,2.1421052631578954,3.7013688
754,2.1421052631578954,3.7747345
755,2.0000000000000004,3.8277354
756,2.1421052631578954,2.4522133
757,2.1421052631578954,2.4835024
758,2.0000000000000004,2.5444233
759,2.1157894736842104,2.603731
760,2.1421052631578954,2.175931
761,2.0000000000000004,2.215197
762,2.1157894736842104,2.2856843
763,2.021052631578947,2.34965
764,2.0000000000000004,2.1731598
765,2.1157894736842104,2.20971
766,2.021052631578947,2.2772686
767,2.021052631578947,2.340247
768,2.1157894736842104,2.039032
769,2.021052631578947,2.0835147
770,2.021052631578947,2.1600559
771,2.0842105263157893,2.2266684
772,2.021052631578947,2.150774
773,2.021052631578947,2.1911962
774,2.0842105263157893,2.2630122
775,2.163157894736843,2.3275433
776,2.021052631578947,2.0606475
777,2.0842105263157893,2.1056705
778,2.163157894736843,2.1827412
779,2.1333333333333337,2.2494512
780,2.0842105263157893,2.061032
781,2.163157894736843,2.1064348
782,2.1333333333333337,2.1839178
783,2.9157894736842103,2.2507677
784,2.163157894736843,2.121838
785,2.1333333333333337,2.1648796
786,2.9157894736842103,2.239623
787,2.5526315789473686,2.3052814
788,2.1333333333333337,2.1982725
789,2.9157894736842103,2.2387888
790,2.5526315789473686,2.3105597
791,2.5736842105263156,2.3748615
792,2.9157894736842103,2.165999
793,2.5526315789473686,2.2041337
794,2.5736842105263156,2.273427
795,4.88421052631579,2.3370292
796,2.5526315789473686,2.909292
797,2.5736842105263156,2.908818
798,4.88421052631579,2.9339213
799,2.952631578947369,2.9782815
800,2.5736842105263156,2.5912924
801,4.88421052631579,2.6349359
802,2.952631578947369,2.708564
803,3.310526315789474,2.771292
804,4.88421052631579,2.6138437
805,2.952631578947369,2.6589348
806,3.310526315789474,2.734021
807,12.318749999999998,2.79709
808,2.952631578947369,4.6201053
809,3.310526315789474,4.3743763
810,12.318749999999998,4.1626296
811,4.268421052631578,3.9865913
812,3.310526315789474,3.0175657
813,12.318749999999998,3.0100617
814,4.268421052631578,3.066524
815,2.1947368421052635,3.0637555
816,12.318749999999998,3.35048
817,4.268421052631578,3.3078074
818,2.1947368421052635,3.3319578
819,2.294736842105263,3.2998633
820,4.268421052631578,9.361444
821,2.1947368421052635,8.303854
822,2.294736842105263,6.948946
823,2.2631578947368425,6.390654
824,2.1947368421052635,4.1190853
825,2.294736842105263,3.940579
826,2.2631578947368425,3.8116927
827,2.605263157894737,3.681015
828,2.294736842105263,2.1824226
829,2.2631578947368425,2.1770313
830,2.605263157894737,2.1998317
831,2.210526315789474,2.2476192
832,2.2631578947368425,2.3270571
833,2.605263157894737,2.3647316
834,2.210526315789474,2.4329958
835,2.005263157894737,2.4954703
836,2.605263157894737,2.2110467
837,2.210526315789474,2.2020137
838,2.005263157894737,2.222191
839,2.2526315789473683,2.262717
840,2.210526315789474,2.6294203
841,2.005263157894737,2.6588454
842,2.2526315789473683,2.7170188
843,2.1277777777777778,2.774313
844,2.005263157894737,2.2471976
845,2.2526315789473683,2.2892058
846,2.1277777777777778,2.3624332
847,5.389473684210526,2.4269986
848,2.2526315789473683,2.0450013
849,2.1277777777777778,2.0901756
850,5.389473684210526,2.167454
851,7.344999999999999,2.2342968
852,2.1277777777777778,2.237488
853,5.389473684210526,2.2293649
854,7.344999999999999,2.2491446
855,7.46315789473684,2.2956975
856,5.389473684210526,2.1613321
857,7.344999999999999,2.200343
858,7.46315789473684,2.270598
859,7.344444444444445,2.3345492
860,7.344999999999999,5.311435
861,7.46315789473684,5.119911
862,7.344444444444445,4.9921155
863,9.984210526315787,4.83906
864,7.46315789473684,6.8140674
865,7.344444444444445,6.337715
866,9.984210526315787,5.879238
867,3.4526315789473685,5.7527127
868,7.344444444444445,7.2698116
869,9.984210526315787,6.9666667
870,3.4526315789473685,6.739534
871,3.2105263157894743,6.505716
872,9.984210526315787,6.3682895
873,3.4526315789473685,5.8610563
874,3.2105263157894743,5.2865644
875,3.136842105263158,4.969255
876,3.4526315789473685,8.135143
877,3.2105263157894743,7.3628464
878,3.136842105263158,6.413952
879,2.789473684210526,5.9711723
880,3.2105263157894743,3.4951673
881,3.136842105263158,3.4525042
882,2.789473684210526,3.476427
